rp_id,model,method,bit_width,group_size,dataset,metric,value,baseline_label,baseline_value,delta,delta_unit,headline,source_kind,page,section,source_table,quote
RP48,LLaMA-3-8B,FP16,16-bit,,WikiText2,Perplexity,6.14,,,,,False,measured,9,5 EXPERIMENTS,Table 2,16-16-16 | FloatingPoint | 68.09 | 6.14
RP48,LLaMA-3-8B,FP16,16-bit,,Zero-Shot (9 tasks avg),Accuracy,68.09,,,,,False,measured,9,5 EXPERIMENTS,Table 2,16-16-16 | FloatingPoint | 68.09 | 6.14
RP48,LLaMA-3-8B,OSTQuant,4-bit,,WikiText2,Perplexity,6.53,FP16,6.14,0.39,absolute,True,measured,9,5 EXPERIMENTS,Table 2,"**OSTQuant** | **67.80** | **6.53** ... (W4-16-16 row, LLaMA-3 8B)"
RP48,LLaMA-3-8B,OSTQuant,4-bit,,Zero-Shot (9 tasks avg),Accuracy,67.8,FP16,68.09,-0.29,absolute,True,measured,9,5 EXPERIMENTS,Table 2,OSTQuant achieves only a 0.29-point performance drop in zero-shot evaluations
RP48,LLaMA-3-8B,RTN,4-bit,,WikiText2,Perplexity,8.13,FP16,6.14,1.99,absolute,False,measured,9,5 EXPERIMENTS,Table 2,4-16-16 | RTN | 63.70 | 8.13
RP48,LLaMA-3-8B,GPTQ,4-bit,,WikiText2,Perplexity,7.43,FP16,6.14,1.29,absolute,False,measured,9,5 EXPERIMENTS,Table 2,GPTQ | 61.03 | 7.43
RP48,LLaMA-3-8B,AWQ,4-bit,,WikiText2,Perplexity,7.36,FP16,6.14,1.22,absolute,False,measured,9,5 EXPERIMENTS,Table 2,AWQ | 67.03 | 7.36
RP48,LLaMA-3-8B,SmoothQuant,4-bit,,WikiText2,Perplexity,8.12,FP16,6.14,1.98,absolute,False,measured,9,5 EXPERIMENTS,Table 2,SmoothQuant | 62.79 | 8.12
RP48,LLaMA-3-8B,OmniQuant,4-bit,,WikiText2,Perplexity,7.19,FP16,6.14,1.05,absolute,False,measured,9,5 EXPERIMENTS,Table 2,Omniquant | 65.66 | 7.19
RP48,LLaMA-3-8B,QuaRot,4-bit,,WikiText2,Perplexity,6.53,FP16,6.14,0.39,absolute,False,measured,9,5 EXPERIMENTS,Table 2,QuaRot | 67.27 | 6.53
RP48,LLaMA-3-8B,SpinQuant,4-bit,,WikiText2,Perplexity,6.49,FP16,6.14,0.35,absolute,False,measured,9,5 EXPERIMENTS,Table 2,SpinQuant | 66.54 | **6.49**
RP48,LLaMA-3-8B,OSTQuant,4-bit,,WikiText2,Perplexity,7.29,FP16,6.14,1.15,absolute,True,measured,9,5 EXPERIMENTS,Table 2,**OSTQuant** | **65.37** | **7.29** (W4A4KV4 row)
RP48,LLaMA-3-8B,OSTQuant,4-bit,,Zero-Shot (9 tasks avg),Accuracy,65.37,FP16,68.09,-2.72,absolute,True,measured,9,5 EXPERIMENTS,Table 2,**OSTQuant** | **65.37** | **7.29** (W4A4KV4)
RP48,LLaMA-3-8B,SpinQuant,4-bit,,WikiText2,Perplexity,7.35,FP16,6.14,1.21,absolute,False,measured,9,5 EXPERIMENTS,Table 2,SpinQuant | 64.10 | 7.35 (W4A4KV4)
RP48,LLaMA-3-8B,QuaRot,4-bit,,WikiText2,Perplexity,8.18,FP16,6.14,2.04,absolute,False,measured,9,5 EXPERIMENTS,Table 2,QuaRot | 61.38 | 8.18 (W4A4KV4)
