rp_id,model,method,bit_width,group_size,dataset,metric,value,baseline_label,baseline_value,delta,delta_unit,headline,source_kind,page,section,source_table,quote
RP37,OPT-6.7B,Flash-based inference (All),16-bit,,M1 Max,Speedup over Naive (CPU),4.75,Naive (FP16),1.0,3.75,x_factor,True,measured,8,4.2 Faster Load From Flash,Table 3,OPT 6.7B | Naive | CPU | 2196 | 0 | 986 | 3182 ... OPT 6.7B | All | CPU | 105 | 58 | 506 | 669
RP37,OPT-6.7B,Flash-based inference (All),16-bit,,M1 Max,Speedup over Naive (GPU),26.4,Naive (FP16),1.0,25.4,x_factor,True,measured,8,4.2 Faster Load From Flash,Table 3,OPT 6.7B | Naive | GPU | 2196 | 0 | 22 | 2218 ... OPT 6.7B | All | GPU | 30 | 34 | 20 | 84
RP37,OPT-6.7B,Naive,16-bit,,M1 Max,Total Inference Latency (ms/token),3182,,,,,False,measured,8,4.2 Faster Load From Flash,Table 3,OPT 6.7B | Naive | CPU | 2196 | 0 | 986 | 3182
RP37,OPT-6.7B,Flash-based inference (All),16-bit,,M1 Max,Total Inference Latency (ms/token),669,Naive,3182,-2513,absolute,False,measured,8,4.2 Faster Load From Flash,Table 3,OPT 6.7B | All | CPU | 105 | 58 | 506 | 669
RP37,OPT-6.7B,Flash-based inference (All),16-bit,,M1 Max,I/O Latency (ms/token),105,Naive,2196,-2091,absolute,False,measured,8,4.2 Faster Load From Flash,Table 3,OPT 6.7B | All | CPU | 105 | 58 | 506 | 669
RP37,OPT-6.7B,Naive,16-bit,,Metal M1,Total Inference Latency (ms/token),2389,,,,,False,measured,8,4.2 Faster Load From Flash,Table 3,OPT 6.7B | Naive | Metal M1 | 2196 | 0 | 193 | 2389
RP37,OPT-6.7B,Flash-based inference (All),16-bit,,Metal M1,Total Inference Latency (ms/token),565,Naive,2389,-1824,absolute,False,measured,8,4.2 Faster Load From Flash,Table 3,OPT 6.7B | All | Metal M1 | 92 | 35 | 438 | 565
RP37,OPT-6.7B,Naive,16-bit,,Metal M2 Ultra,Total Inference Latency (ms/token),2270,,,,,False,measured,8,4.2 Faster Load From Flash,Table 3,OPT 6.7B | Naive | Metal M2 | 2145 | 0 | 125 | 2270
RP37,OPT-6.7B,Flash-based inference (All),16-bit,,Metal M2 Ultra,Total Inference Latency (ms/token),305,Naive,2270,-1965,absolute,False,measured,8,4.2 Faster Load From Flash,Table 3,OPT 6.7B | All | Metal M2 | 26 | 8 | 271 | 305
RP37,OPT-6.7B,Naive,16-bit,,RTX 4090,Total Inference Latency (ms/token),2218,,,,,False,measured,8,4.2 Faster Load From Flash,Table 3,OPT 6.7B | Naive | GPU | 2196 | 0 | 22 | 2218
RP37,OPT-6.7B,Flash-based inference (All),16-bit,,RTX 4090,Total Inference Latency (ms/token),84,Naive,2218,-2134,absolute,False,measured,8,4.2 Faster Load From Flash,Table 3,OPT 6.7B | All | GPU | 30 | 34 | 20 | 84
RP37,OPT-6.7B,Flash-based inference + Speculative Decoding,16-bit,,RTX 4090,Total Inference Latency (ms/token),60,All (no speculative),84,-24,absolute,False,measured,8,4.2 Faster Load From Flash,Table 3,OPT 6.7B | Speculative | GPU | 38.5 | 9.5 | 12 | 60
RP37,OPT-6.7B,Speculative Decoding (in-flash),16-bit,,RTX 4090,Speedup from Speculative,1.4,All,1.0,0.4,x_factor,False,measured,8,5.2 Speculative Decoding,,We used lambda = 4 and were able to improve the speed of decoding by 1.4x as shown in table 5
RP37,Falcon-7B,Naive,16-bit,,M1 Max,Total Inference Latency (ms/token),3095,,,,,False,measured,8,4.2 Faster Load From Flash,Table 3,Falcon 7B | Naive | CPU | 2295 | 0 | 800 | 3095
RP37,Falcon-7B,Hybrid,16-bit,,M1 Max,Total Inference Latency (ms/token),1947,Naive,3095,-1148,absolute,False,measured,8,4.2 Faster Load From Flash,Table 3,Falcon 7B | Hybrid | CPU | 1147 | 0 | 800 | 1947
RP37,Falcon-7B,Flash-based inference (All),16-bit,,M1 Max,Total Inference Latency (ms/token),706,Naive,3095,-2389,absolute,False,measured,8,4.2 Faster Load From Flash,Table 3,Falcon 7B | All | CPU | 161 | 92 | 453 | 706
RP37,Falcon-7B,Flash-based inference (All),16-bit,,M1 Max,Speedup over Naive (CPU),4.38,Naive,1.0,3.38,x_factor,False,measured,18,C.2 Results for Falcon 7B Model,Table 3,"the baseline latency is around 2196 milliseconds, making our method approximately 9 to 10 times faster"
RP37,Persimmon-8B,Naive,16-bit,,M1 Max,Total Inference Latency (ms/token),3806,,,,,False,measured,8,4.2 Faster Load From Flash,Table 3,Persimmon 8B | Naive | CPU | 2622 | 0 | 1184 | 3806
RP37,Persimmon-8B,Hybrid,16-bit,,M1 Max,Total Inference Latency (ms/token),2495,Naive,3806,-1311,absolute,False,measured,8,4.2 Faster Load From Flash,Table 3,Persimmon 8B | Hybrid | CPU | 1311 | 0 | 1184 | 2495
RP37,Persimmon-8B,Flash-based inference (All),16-bit,,M1 Max,Total Inference Latency (ms/token),1041,Naive,3806,-2765,absolute,False,measured,8,4.2 Faster Load From Flash,Table 3,Persimmon 8B | All | CPU | 283 | 98 | 660 | 1041
RP37,Phi-2-2.7B,Naive,16-bit,,M1 Max,Total Inference Latency (ms/token),1287,,,,,False,measured,8,4.2 Faster Load From Flash,Table 3,Phi-2 2.7B | Naive | CPU | 885 | 0 | 402 | 1287
RP37,Phi-2-2.7B,Hybrid,16-bit,,M1 Max,Total Inference Latency (ms/token),711,Naive,1287,-576,absolute,False,measured,8,4.2 Faster Load From Flash,Table 3,Phi-2 2.7B | Hybrid | CPU | 309 | 0 | 402 | 711
RP37,Phi-2-2.7B,Flash-based inference (All),16-bit,,M1 Max,Total Inference Latency (ms/token),546,Naive,1287,-741,absolute,False,measured,8,4.2 Faster Load From Flash,Table 3,Phi-2 2.7B | All | CPU | 211 | 76 | 259 | 546
RP37,Phi-2-2.7B,Flash-based inference (All),16-bit,,M1 Max,Speedup over Naive (CPU),2.35,Naive,1.0,1.35,x_factor,False,measured,18,C.4 Phi-2,Table 3,Phi-2 gets 2.35x speedup over naive baseline as it can be seen in table 3
RP37,Llama-2-7B,Naive,16-bit,,M1 Max,Total Inference Latency (ms/token),3095,,,,,False,measured,8,4.2 Faster Load From Flash,Table 3,Llama 2 7B | Naive | CPU | 2166 | 0 | 929 | 3095
RP37,Llama-2-7B,Hybrid,16-bit,,M1 Max,Total Inference Latency (ms/token),1903,Naive,3095,-1192,absolute,False,measured,8,4.2 Faster Load From Flash,Table 3,Llama 2 7B | Hybrid | CPU | 974 | 0 | 929 | 1903
RP37,Llama-2-7B,Flash-based inference (All),16-bit,,M1 Max,Total Inference Latency (ms/token),994,Naive,3095,-2101,absolute,False,measured,8,4.2 Faster Load From Flash,Table 3,Llama 2 7B | All | CPU | 279 | 152 | 563 | 994
RP37,Llama-2-7B,Flash-based inference (All),16-bit,,M1 Max,Speedup over Naive (CPU),3.0,Naive,1.0,2.0,x_factor,False,measured,19,C.5 Llama 2,Table 3,LLM in flash gets 3x speed up over naive baseline (Table 3)
RP37,OPT-6.7B,Naive (no optim),16-bit,,M1 Max,I/O Latency (ms),2196,,,,,False,measured,7,4.1 Experimental Setup,Table 2,× | × | × | × | 0 | 13.4 GB | 6.10 GB/s | 2196 ms
RP37,OPT-6.7B,Hybrid,16-bit,,M1 Max,I/O Latency (ms),1090,Naive,2196,-1106,absolute,False,measured,7,4.1 Experimental Setup,Table 2,✓ | × | × | × | 6.7 | 6.7 GB | 6.10 GB/s | 1090 ms
RP37,OPT-6.7B,Hybrid + Predictor,16-bit,,M1 Max,I/O Latency (ms),738,Naive,2196,-1458,absolute,False,measured,7,4.1 Experimental Setup,Table 2,✓ | ✓ | × | × | 4.8 | 0.9 GB | 1.25 GB/s | 738 ms
RP37,OPT-6.7B,Hybrid + Predictor + Windowing,16-bit,,M1 Max,I/O Latency (ms),164,Naive,2196,-2032,absolute,False,measured,7,4.1 Experimental Setup,Table 2,✓ | ✓ | ✓ | × | 6.5 | 0.2 GB | 1.25 GB/s | 164 ms
RP37,OPT-6.7B,Hybrid + Predictor + Windowing + Bundling,16-bit,,M1 Max,I/O Latency (ms),87,Naive,2196,-2109,absolute,True,measured,7,4.1 Experimental Setup,Table 2,✓ | ✓ | ✓ | ✓ | 6.5 | 0.2 GB | 2.25 GB/s | 87 ms
RP37,OPT-6.7B,Naive,16-bit,,M1 Max,Flash to DRAM Transfer (GB),13.4,,,,,False,measured,7,4.1 Experimental Setup,Table 2,× | × | × | × | 0 | 13.4 GB | 6.10 GB/s | 2196 ms
