rp_id,model,method,bit_width,group_size,dataset,metric,value,baseline_label,baseline_value,delta,delta_unit,headline,source_kind,page,section,source_table,quote
RP16,LLaMA-7B,SqueezeLLM,3-bit,,C4,Perplexity,7.75,FP16,7.08,0.67,absolute,True,measured,1,Abstract,Abstract,our 3-bit quantization significantly reduces the perplexity gap from the FP16 baseline by up to 2.1x
RP16,LLaMA-7B,SqueezeLLM,3-bit,,C4,Speedup over FP16,2.3,FP16,1.0,1.3,x_factor,True,measured,1,Abstract,Abstract,"when deployed on an A6000 GPU, our quantized models achieve up to 2.3x speedup compared to the baseline"
RP16,LLaMA-7B,RTN,3-bit,,C4,Perplexity,28.26,FP16,7.08,21.18,absolute,True,measured,2,1. Introduction,Intro list,improves the perplexity of 3-bit LLaMA-7B from 28.26 of uniform quantization to 7.75 on C4
RP16,LLaMA-7B,SqueezeLLM (0.45%),3-bit,,C4,Perplexity,7.56,FP16,7.08,0.48,absolute,True,measured,2,1. Introduction,Intro list,"By extracting only 0.45% of the weight values as the sparse component, we further improve the perplexity of LLaMA-7B from 7.75 to 7.58 on C4"
RP16,LLaMA-7B,SqueezeLLM,3-bit,,A6000 GPU,Speedup over FP16,2.4,FP16,1.0,1.4,x_factor,True,measured,2,1. Introduction,Intro,our deployed models on A6000 GPUs also exhibit significant latency gains of up to 2.4x compared to the FP16 baseline
RP16,LLaMA-7B,FP16,16-bit,,C4,Perplexity,7.08,,,,,False,measured,7,5.2. Main Results,Table 1,Baseline | 16 | 7.08 | 5.68
RP16,LLaMA-7B,FP16,16-bit,,WikiText-2,Perplexity,5.68,,,,,False,measured,7,5.2. Main Results,Table 1,Baseline | 16 | 7.08 | 5.68
RP16,LLaMA-7B,RTN,3-bit,,WikiText-2,Perplexity,25.61,FP16,5.68,19.93,absolute,False,measured,7,5.2. Main Results,Table 1,RTN ... 28.26 | 25.61
RP16,LLaMA-7B,GPTQ,3-bit,,C4,Perplexity,9.55,FP16,7.08,2.47,absolute,False,measured,7,5.2. Main Results,Table 1,GPTQ ... 9.55 ... 7.55
RP16,LLaMA-7B,GPTQ,3-bit,,WikiText-2,Perplexity,7.55,FP16,5.68,1.87,absolute,False,measured,7,5.2. Main Results,Table 1,GPTQ ... 9.55 ... 7.55
RP16,LLaMA-7B,SqueezeLLM,3-bit,,WikiText-2,Perplexity,6.32,FP16,5.68,0.64,absolute,False,measured,7,5.2. Main Results,Table 1,SqueezeLLM ... 7.75 ... 6.32
RP16,LLaMA-7B,RTN,4-bit,,C4,Perplexity,7.73,FP16,7.08,0.65,absolute,False,measured,7,5.2. Main Results,Table 1,RTN ... 7.73 ... 6.29
RP16,LLaMA-7B,RTN,4-bit,,WikiText-2,Perplexity,6.29,FP16,5.68,0.61,absolute,False,measured,7,5.2. Main Results,Table 1,RTN ... 7.73 ... 6.29
RP16,LLaMA-7B,GPTQ,4-bit,,C4,Perplexity,7.43,FP16,7.08,0.35,absolute,False,measured,7,5.2. Main Results,Table 1,GPTQ ... 7.43 ... 5.94
RP16,LLaMA-7B,GPTQ,4-bit,,WikiText-2,Perplexity,5.94,FP16,5.68,0.26,absolute,False,measured,7,5.2. Main Results,Table 1,GPTQ ... 7.43 ... 5.94
RP16,LLaMA-7B,SqueezeLLM,4-bit,,C4,Perplexity,7.21,FP16,7.08,0.13,absolute,False,measured,7,5.2. Main Results,Table 1,SqueezeLLM ... 7.21 ... 5.79
RP16,LLaMA-7B,SqueezeLLM,4-bit,,WikiText-2,Perplexity,5.79,FP16,5.68,0.11,absolute,False,measured,7,5.2. Main Results,Table 1,SqueezeLLM ... 7.21 ... 5.79
RP16,LLaMA-7B,GPTQ (no reorder),3-bit,g128,C4,Perplexity,10.09,FP16,7.08,3.01,absolute,False,measured,7,5.2. Main Results,Table 1,"GPTQ (g128, no reorder) ... 10.09 ... 8.85"
RP16,LLaMA-7B,GPTQ (no reorder),3-bit,g128,WikiText-2,Perplexity,8.85,FP16,5.68,3.17,absolute,False,measured,7,5.2. Main Results,Table 1,"GPTQ (g128, no reorder) ... 10.09 ... 8.85"
RP16,LLaMA-7B,GPTQ,3-bit,g128,C4,Perplexity,7.89,FP16,7.08,0.81,absolute,False,measured,7,5.2. Main Results,Table 1,GPTQ (g128) ... 7.89 ... 6.27
RP16,LLaMA-7B,GPTQ,3-bit,g128,WikiText-2,Perplexity,6.27,FP16,5.68,0.59,absolute,False,measured,7,5.2. Main Results,Table 1,GPTQ (g128) ... 7.89 ... 6.27
RP16,LLaMA-7B,AWQ,3-bit,g128,C4,Perplexity,7.9,FP16,7.08,0.82,absolute,False,measured,7,5.2. Main Results,Table 1,AWQ (g128) ... 7.90 ... 6.44
RP16,LLaMA-7B,AWQ,3-bit,g128,WikiText-2,Perplexity,6.44,FP16,5.68,0.76,absolute,False,measured,7,5.2. Main Results,Table 1,AWQ (g128) ... 7.90 ... 6.44
RP16,LLaMA-7B,SqueezeLLM (0.45%),3-bit,,WikiText-2,Perplexity,6.13,FP16,5.68,0.45,absolute,False,measured,7,5.2. Main Results,Table 1,SqueezeLLM (0.45%) ... 7.56 ... 6.13
RP16,LLaMA-7B,GPTQ,4-bit,g128,C4,Perplexity,7.21,FP16,7.08,0.13,absolute,False,measured,7,5.2. Main Results,Table 1,GPTQ (g128) ... 7.21 ... 5.78
RP16,LLaMA-7B,GPTQ,4-bit,g128,WikiText-2,Perplexity,5.78,FP16,5.68,0.1,absolute,False,measured,7,5.2. Main Results,Table 1,GPTQ (g128) ... 7.21 ... 5.78
RP16,LLaMA-7B,AWQ,4-bit,g128,C4,Perplexity,7.22,FP16,7.08,0.14,absolute,False,measured,7,5.2. Main Results,Table 1,AWQ (g128) ... 7.22 ... 5.82
RP16,LLaMA-7B,AWQ,4-bit,g128,WikiText-2,Perplexity,5.82,FP16,5.68,0.14,absolute,False,measured,7,5.2. Main Results,Table 1,AWQ (g128) ... 7.22 ... 5.82
RP16,LLaMA-7B,SqueezeLLM (0.45%),4-bit,,C4,Perplexity,7.18,FP16,7.08,0.1,absolute,False,measured,7,5.2. Main Results,Table 1,SqueezeLLM (0.45%) ... 7.18 ... 5.77
RP16,LLaMA-7B,SqueezeLLM (0.45%),4-bit,,WikiText-2,Perplexity,5.77,FP16,5.68,0.09,absolute,False,measured,7,5.2. Main Results,Table 1,SqueezeLLM (0.45%) ... 7.18 ... 5.77
RP16,LLaMA-13B,FP16,16-bit,,C4,Perplexity,6.61,,,,,False,measured,7,5.2. Main Results,Table 1,Baseline | 16 | 6.61 | 5.09
RP16,LLaMA-13B,FP16,16-bit,,WikiText-2,Perplexity,5.09,,,,,False,measured,7,5.2. Main Results,Table 1,Baseline | 16 | 6.61 | 5.09
RP16,LLaMA-13B,RTN,3-bit,,C4,Perplexity,13.24,FP16,6.61,6.63,absolute,False,measured,7,5.2. Main Results,Table 1,RTN ... 13.24 ... 11.78
RP16,LLaMA-13B,RTN,3-bit,,WikiText-2,Perplexity,11.78,FP16,5.09,6.69,absolute,False,measured,7,5.2. Main Results,Table 1,RTN ... 13.24 ... 11.78
RP16,LLaMA-13B,GPTQ,3-bit,,C4,Perplexity,8.22,FP16,6.61,1.61,absolute,False,measured,7,5.2. Main Results,Table 1,GPTQ ... 8.22 ... 6.22
RP16,LLaMA-13B,GPTQ,3-bit,,WikiText-2,Perplexity,6.22,FP16,5.09,1.13,absolute,False,measured,7,5.2. Main Results,Table 1,GPTQ ... 8.22 ... 6.22
