rp_id,model,method,bit_width,group_size,dataset,metric,value,baseline_label,baseline_value,delta,delta_unit,headline,source_kind,page,section,source_table,quote
RP19,Vicuna-7B,GPTQ,8-bit,,FreebaseQA,Accuracy,60.14,,,,,False,measured,20,A.6 COMPARSION WITH AWQ AND LLM-INT8,Table 2,Factoid-QA | 60.14% | 60.31% | 61.02%
RP19,Vicuna-7B,AWQ,8-bit,,FreebaseQA,Accuracy,60.31,,,,,False,measured,20,A.6 COMPARSION WITH AWQ AND LLM-INT8,Table 2,Factoid-QA | 60.14% | 60.31% | 61.02%
RP19,Vicuna-7B,LLM.int8(),8-bit,,FreebaseQA,Accuracy,61.02,,,,,True,measured,20,A.6 COMPARSION WITH AWQ AND LLM-INT8,Table 2,Factoid-QA | 60.14% | 60.31% | 61.02%
RP19,Vicuna-7B,GPTQ,8-bit,,MMLU,Accuracy,47.1,,,,,False,measured,20,A.6 COMPARSION WITH AWQ AND LLM-INT8,Table 2,MCR-QA (MMLU) | 47.10% | 47.18% | 47.82%
RP19,Vicuna-7B,AWQ,8-bit,,MMLU,Accuracy,47.18,,,,,False,measured,20,A.6 COMPARSION WITH AWQ AND LLM-INT8,Table 2,MCR-QA (MMLU) | 47.10% | 47.18% | 47.82%
RP19,Vicuna-7B,LLM.int8(),8-bit,,MMLU,Accuracy,47.82,,,,,False,measured,20,A.6 COMPARSION WITH AWQ AND LLM-INT8,Table 2,MCR-QA (MMLU) | 47.10% | 47.18% | 47.82%
RP19,Vicuna-7B,GPTQ,8-bit,,TriviaQA,Accuracy (Retrieval Augmented QA),75.55,,,,,False,measured,20,A.6 COMPARSION WITH AWQ AND LLM-INT8,Table 2,Retrieval Augmented QA | 75.55% | 75.89% | 75.91%
RP19,Vicuna-7B,AWQ,8-bit,,TriviaQA,Accuracy (Retrieval Augmented QA),75.89,,,,,False,measured,20,A.6 COMPARSION WITH AWQ AND LLM-INT8,Table 2,Retrieval Augmented QA | 75.55% | 75.89% | 75.91%
RP19,Vicuna-7B,LLM.int8(),8-bit,,TriviaQA,Accuracy (Retrieval Augmented QA),75.91,,,,,False,measured,20,A.6 COMPARSION WITH AWQ AND LLM-INT8,Table 2,Retrieval Augmented QA | 75.55% | 75.89% | 75.91%
RP19,Vicuna-7B,GPTQ,8-bit,,MT-Bench,GPT-4 Score (Instruction Following),9.74,,,,,False,measured,20,A.6 COMPARSION WITH AWQ AND LLM-INT8,Table 2,Instruction Following (GPT4-Score) | 9.74 | 9.72 | 9.81
RP19,Vicuna-7B,AWQ,8-bit,,MT-Bench,GPT-4 Score (Instruction Following),9.72,,,,,False,measured,20,A.6 COMPARSION WITH AWQ AND LLM-INT8,Table 2,Instruction Following (GPT4-Score) | 9.74 | 9.72 | 9.81
RP19,Vicuna-7B,LLM.int8(),8-bit,,MT-Bench,GPT-4 Score (Instruction Following),9.81,,,,,False,measured,20,A.6 COMPARSION WITH AWQ AND LLM-INT8,Table 2,Instruction Following (GPT4-Score) | 9.74 | 9.72 | 9.81
RP19,Vicuna-7B,Magnitude (pruning),,0% sparsity,FreebaseQA,Accuracy,65.44,,,,,False,measured,20,A.8 SUMMARY OF VARIOUS PRUNING METHODS ON LLM-KICK,Table 3,Factoid-QA | Magnitude | 65.44 | 61.74 | 66.53 | 60.84 | 42.06 | 13.99
RP19,Vicuna-7B,Magnitude (pruning),,10% sparsity,FreebaseQA,Accuracy,61.74,Dense,65.44,-3.7,absolute,False,measured,20,A.8 SUMMARY OF VARIOUS PRUNING METHODS ON LLM-KICK,Table 3,Factoid-QA | Magnitude | 65.44 | 61.74 | 66.53 | 60.84 | 42.06 | 13.99
RP19,Vicuna-7B,Magnitude (pruning),,20% sparsity,FreebaseQA,Accuracy,66.53,Dense,65.44,1.09,absolute,False,measured,20,A.8 SUMMARY OF VARIOUS PRUNING METHODS ON LLM-KICK,Table 3,Factoid-QA | Magnitude | 65.44 | 61.74 | 66.53 | 60.84 | 42.06 | 13.99
RP19,Vicuna-7B,Magnitude (pruning),,30% sparsity,FreebaseQA,Accuracy,60.84,Dense,65.44,-4.6,absolute,False,measured,20,A.8 SUMMARY OF VARIOUS PRUNING METHODS ON LLM-KICK,Table 3,Factoid-QA | Magnitude | 65.44 | 61.74 | 66.53 | 60.84 | 42.06 | 13.99
RP19,Vicuna-7B,Magnitude (pruning),,40% sparsity,FreebaseQA,Accuracy,42.06,Dense,65.44,-23.38,absolute,False,measured,20,A.8 SUMMARY OF VARIOUS PRUNING METHODS ON LLM-KICK,Table 3,Factoid-QA | Magnitude | 65.44 | 61.74 | 66.53 | 60.84 | 42.06 | 13.99
RP19,Vicuna-7B,Magnitude (pruning),,50% sparsity,FreebaseQA,Accuracy,13.99,Dense,65.44,-51.45,absolute,True,measured,20,A.8 SUMMARY OF VARIOUS PRUNING METHODS ON LLM-KICK,Table 3,Factoid-QA | Magnitude | 65.44 | 61.74 | 66.53 | 60.84 | 42.06 | 13.99
RP19,Vicuna-7B,SparseGPT,,10% sparsity,FreebaseQA,Accuracy,63.84,Dense,65.44,-1.6,absolute,False,measured,20,A.8 SUMMARY OF VARIOUS PRUNING METHODS ON LLM-KICK,Table 3,SparseGPT | 65.44 | 63.84 | 62.44 | 58.54 | 55.54 | 42.86
RP19,Vicuna-7B,SparseGPT,,20% sparsity,FreebaseQA,Accuracy,62.44,Dense,65.44,-3.0,absolute,False,measured,20,A.8 SUMMARY OF VARIOUS PRUNING METHODS ON LLM-KICK,Table 3,SparseGPT | 65.44 | 63.84 | 62.44 | 58.54 | 55.54 | 42.86
RP19,Vicuna-7B,SparseGPT,,30% sparsity,FreebaseQA,Accuracy,58.54,Dense,65.44,-6.9,absolute,False,measured,20,A.8 SUMMARY OF VARIOUS PRUNING METHODS ON LLM-KICK,Table 3,SparseGPT | 65.44 | 63.84 | 62.44 | 58.54 | 55.54 | 42.86
RP19,Vicuna-7B,SparseGPT,,40% sparsity,FreebaseQA,Accuracy,55.54,Dense,65.44,-9.9,absolute,False,measured,20,A.8 SUMMARY OF VARIOUS PRUNING METHODS ON LLM-KICK,Table 3,SparseGPT | 65.44 | 63.84 | 62.44 | 58.54 | 55.54 | 42.86
