rp_id,model,method,bit_width,group_size,dataset,metric,value,baseline_label,baseline_value,delta,delta_unit,headline,source_kind,page,section,source_table,quote
RP50,Llama-3-8B-Instruct,FP16,16-bit,,OpenSafetyMini (Human Eval),Safe rate (%),90.59,,,,,True,measured,5,4.3.2 Multiple-Choice Safety,Table 2,bfloat16 | FP 16 ... 90.59% | 7.36% | 0.69%
RP50,Llama-3-8B-Instruct,FP16,16-bit,,OpenSafetyMini (Human Eval),Unsafe rate (%),7.36,,,,,False,measured,5,4.3.2 Multiple-Choice Safety,Table 2,bfloat16 | FP 16 ... 90.59% | 7.36% | 0.69%
RP50,Llama-3-8B-Instruct,FP16,16-bit,,OpenSafetyMini (Human Eval),Error rate (%),0.69,,,,,False,measured,5,4.3.2 Multiple-Choice Safety,Table 2,bfloat16 | FP 16 ... 90.59% | 7.36% | 0.69%
RP50,Llama-3-8B-Instruct-Abliterated,FP16,16-bit,,OpenSafetyMini (Human Eval),Safe rate (%),58.67,FP16,90.59,-31.92,absolute,True,measured,5,4.3.2 Multiple-Choice Safety,Table 2,Abliterated | 58.67% | 37.03% | 1.53%
RP50,Llama-3-8B-Instruct-Abliterated,FP16,16-bit,,OpenSafetyMini (Human Eval),Unsafe rate (%),37.03,FP16,7.36,29.67,absolute,False,measured,5,4.3.2 Multiple-Choice Safety,Table 2,Abliterated | 58.67% | 37.03% | 1.53%
RP50,Llama-3-8B-Instruct-Abliterated,FP16,16-bit,,OpenSafetyMini (Human Eval),Error rate (%),1.53,FP16,0.69,0.84,absolute,False,measured,5,4.3.2 Multiple-Choice Safety,Table 2,Abliterated | 58.67% | 37.03% | 1.53%
RP50,Llama-3-8B-Instruct,QUIK,4-bit,,OpenSafetyMini (Human Eval),Safe rate (%),90.75,FP16,90.59,0.16,absolute,True,measured,5,4.3.2 Multiple-Choice Safety,Table 2,int4 | QUIK | 90.75% | 7.77% | 0.52%
RP50,Llama-3-8B-Instruct,QUIK,4-bit,,OpenSafetyMini (Human Eval),Unsafe rate (%),7.77,FP16,7.36,0.41,absolute,False,measured,5,4.3.2 Multiple-Choice Safety,Table 2,int4 | QUIK | 90.75% | 7.77% | 0.52%
RP50,Llama-3-8B-Instruct,QUIK,4-bit,,OpenSafetyMini (Human Eval),Error rate (%),0.52,FP16,0.69,-0.17,absolute,False,measured,5,4.3.2 Multiple-Choice Safety,Table 2,int4 | QUIK | 90.75% | 7.77% | 0.52%
RP50,Llama-3-8B-Instruct,QUIP#,2-bit,,OpenSafetyMini (Human Eval),Safe rate (%),78.81,FP16,90.59,-11.78,absolute,True,measured,5,4.3.2 Multiple-Choice Safety,Table 2,int2 | QUIP# | 78.81% | 13.45% | 6.28%
RP50,Llama-3-8B-Instruct,QUIP#,2-bit,,OpenSafetyMini (Human Eval),Unsafe rate (%),13.45,FP16,7.36,6.09,absolute,False,measured,5,4.3.2 Multiple-Choice Safety,Table 2,int2 | QUIP# | 78.81% | 13.45% | 6.28%
RP50,Llama-3-8B-Instruct,QUIP#,2-bit,,OpenSafetyMini (Human Eval),Error rate (%),6.28,FP16,0.69,5.59,absolute,False,measured,5,4.3.2 Multiple-Choice Safety,Table 2,int2 | QUIP# | 78.81% | 13.45% | 6.28%
RP50,Llama-3-8B-Instruct,STE (QAT),4-bit,,SafetyBench,Accuracy (%),71.4,FP16,73.9,-2.5,absolute,False,measured,6,5.2 Automatic Evaluation,Table 3,int4 | STE | 71.40 | 0.512
RP50,Llama-3-8B-Instruct,STE (QAT),4-bit,,HotPotQA,In-accuracy,0.512,FP16,0.684,-0.172,absolute,False,measured,6,5.2 Automatic Evaluation,Table 3,int4 | STE | 71.40 | 0.512
RP50,Llama-3-8B-Instruct,STE (QAT),3-bit,,SafetyBench,Accuracy (%),73.6,FP16,73.9,-0.3,absolute,False,measured,6,5.2 Automatic Evaluation,Table 3,int3 | STE | 73.60 | 0.614
RP50,Llama-3-8B-Instruct,STE (QAT),3-bit,,HotPotQA,In-accuracy,0.614,FP16,0.684,-0.07,absolute,False,measured,6,5.2 Automatic Evaluation,Table 3,int3 | STE | 73.60 | 0.614
RP50,Llama-3-8B-Instruct,QLoRA (QAT),3-bit,,SafetyBench,Accuracy (%),65.6,FP16,73.9,-8.3,absolute,False,measured,6,5.2 Automatic Evaluation,Table 3,QLORA | 65.60 | 0.529
RP50,Llama-3-8B-Instruct,QLoRA (QAT),3-bit,,HotPotQA,In-accuracy,0.529,FP16,0.684,-0.155,absolute,False,measured,6,5.2 Automatic Evaluation,Table 3,QLORA | 65.60 | 0.529
RP50,Llama-3-8B-Instruct,STE (QAT),2-bit,,SafetyBench,Accuracy (%),51.5,FP16,73.9,-22.4,absolute,True,measured,6,5.2 Automatic Evaluation,Table 3,int2 | STE | 51.50 | 0.390
RP50,Llama-3-8B-Instruct,STE (QAT),2-bit,,HotPotQA,In-accuracy,0.39,FP16,0.684,-0.294,absolute,False,measured,6,5.2 Automatic Evaluation,Table 3,int2 | STE | 51.50 | 0.390
RP50,Llama-3-8B-Instruct,QLoRA (QAT),2-bit,,SafetyBench,Accuracy (%),36.3,FP16,73.9,-37.6,absolute,True,measured,6,5.2 Automatic Evaluation,Table 3,QLORA | 36.30 | 0.265
RP50,Llama-3-8B-Instruct,QLoRA (QAT),2-bit,,HotPotQA,In-accuracy,0.265,FP16,0.684,-0.419,absolute,False,measured,6,5.2 Automatic Evaluation,Table 3,QLORA | 36.30 | 0.265
