rp_id,model,method,bit_width,group_size,dataset,metric,value,baseline_label,baseline_value,delta,delta_unit,headline,source_kind,page,section,source_table,quote
RP26,Llama-2-13B-Chat,GPTQ,4-bit,,MMLU,Accuracy,52.1,FP16,53.6,-1.5,absolute,False,measured,16,C.1. AdvGLUE++,Table 3,13b | 4 | GPTQ | 52.1 | 34.1 | 54.1 | 66.4 | 76.2 | 88.0 | 77.2 | 93.3 | 94.3
RP26,Llama-2-13B-Chat,FP16,16-bit,,MMLU,Accuracy,53.6,,,,,False,measured,16,C.1. AdvGLUE++,Table 3,13b | 16 | none | 53.6 | 37.4 | 58.8 | 66.4 | 62.3 | 82.2 | 80.9 | 95.7 | 97.7
RP26,Llama-2-13B-Chat,GPTQ,4-bit,,AdvGLUE++,Accuracy,34.1,FP16,37.4,-3.3,absolute,False,measured,16,C.1. AdvGLUE++,Table 3,13b | 4 | GPTQ | 52.1 | 34.1 | 54.1 | 66.4 | 76.2 | 88.0 | 77.2 | 93.3 | 94.3
RP26,Llama-2-13B-Chat,FP16,16-bit,,AdvGLUE++,Accuracy,37.4,,,,,False,measured,16,C.1. AdvGLUE++,Table 3,13b | 16 | none | 53.6 | 37.4 | 58.8 | 66.4 | 62.3 | 82.2 | 80.9 | 95.7 | 97.7
RP26,Llama-2-13B-Chat,GPTQ,4-bit,,DecodingTrust-OOD,OOD Robustness Score,54.1,FP16,58.8,-4.7,absolute,False,measured,16,C.1. AdvGLUE++,Table 3,13b | 4 | GPTQ | 52.1 | 34.1 | 54.1 | 66.4 | 76.2 | 88.0 | 77.2 | 93.3 | 94.3
RP26,Llama-2-13B-Chat,FP16,16-bit,,DecodingTrust-OOD,OOD Robustness Score,58.8,,,,,False,measured,16,C.1. AdvGLUE++,Table 3,13b | 16 | none | 53.6 | 37.4 | 58.8 | 66.4 | 62.3 | 82.2 | 80.9 | 95.7 | 97.7
RP26,Llama-2-13B-Chat,GPTQ,4-bit,,DecodingTrust-AdvDemo,Adv Demo Score,66.4,FP16,66.4,0.0,absolute,False,measured,16,C.1. AdvGLUE++,Table 3,13b | 4 | GPTQ | 52.1 | 34.1 | 54.1 | 66.4 | 76.2 | 88.0 | 77.2 | 93.3 | 94.3
RP26,Llama-2-13B-Chat,FP16,16-bit,,DecodingTrust-AdvDemo,Adv Demo Score,66.4,,,,,False,measured,16,C.1. AdvGLUE++,Table 3,13b | 16 | none | 53.6 | 37.4 | 58.8 | 66.4 | 62.3 | 82.2 | 80.9 | 95.7 | 97.7
RP26,Llama-2-13B-Chat,GPTQ,4-bit,,DecodingTrust-Ethics,Ethics Score,76.2,FP16,62.3,13.9,absolute,False,measured,16,C.1. AdvGLUE++,Table 3,13b | 4 | GPTQ | 52.1 | 34.1 | 54.1 | 66.4 | 76.2 | 88.0 | 77.2 | 93.3 | 94.3
RP26,Llama-2-13B-Chat,FP16,16-bit,,DecodingTrust-Ethics,Ethics Score,62.3,,,,,False,measured,16,C.1. AdvGLUE++,Table 3,13b | 16 | none | 53.6 | 37.4 | 58.8 | 66.4 | 62.3 | 82.2 | 80.9 | 95.7 | 97.7
RP26,Llama-2-13B-Chat,GPTQ,4-bit,,DecodingTrust-Fairness,Fairness Score,88.0,FP16,82.2,5.8,absolute,False,measured,16,C.1. AdvGLUE++,Table 3,13b | 4 | GPTQ | 52.1 | 34.1 | 54.1 | 66.4 | 76.2 | 88.0 | 77.2 | 93.3 | 94.3
RP26,Llama-2-13B-Chat,FP16,16-bit,,DecodingTrust-Fairness,Fairness Score,82.2,,,,,False,measured,16,C.1. AdvGLUE++,Table 3,13b | 16 | none | 53.6 | 37.4 | 58.8 | 66.4 | 62.3 | 82.2 | 80.9 | 95.7 | 97.7
RP26,Llama-2-13B-Chat,GPTQ,4-bit,,DecodingTrust-Toxicity,Toxicity Score,77.2,FP16,80.9,-3.7,absolute,False,measured,16,C.1. AdvGLUE++,Table 3,13b | 4 | GPTQ | 52.1 | 34.1 | 54.1 | 66.4 | 76.2 | 88.0 | 77.2 | 93.3 | 94.3
RP26,Llama-2-13B-Chat,FP16,16-bit,,DecodingTrust-Toxicity,Toxicity Score,80.9,,,,,False,measured,16,C.1. AdvGLUE++,Table 3,13b | 16 | none | 53.6 | 37.4 | 58.8 | 66.4 | 62.3 | 82.2 | 80.9 | 95.7 | 97.7
RP26,Llama-2-13B-Chat,GPTQ,4-bit,,DecodingTrust-Privacy,Privacy Score,93.3,FP16,95.7,-2.4,absolute,False,measured,16,C.1. AdvGLUE++,Table 3,13b | 4 | GPTQ | 52.1 | 34.1 | 54.1 | 66.4 | 76.2 | 88.0 | 77.2 | 93.3 | 94.3
RP26,Llama-2-13B-Chat,FP16,16-bit,,DecodingTrust-Privacy,Privacy Score,95.7,,,,,False,measured,16,C.1. AdvGLUE++,Table 3,13b | 16 | none | 53.6 | 37.4 | 58.8 | 66.4 | 62.3 | 82.2 | 80.9 | 95.7 | 97.7
RP26,Llama-2-13B-Chat,GPTQ,4-bit,,DecodingTrust-Stereotype,Stereotype Score,94.3,FP16,97.7,-3.4,absolute,False,measured,16,C.1. AdvGLUE++,Table 3,13b | 4 | GPTQ | 52.1 | 34.1 | 54.1 | 66.4 | 76.2 | 88.0 | 77.2 | 93.3 | 94.3
RP26,Llama-2-13B-Chat,FP16,16-bit,,DecodingTrust-Stereotype,Stereotype Score,97.7,,,,,False,measured,16,C.1. AdvGLUE++,Table 3,13b | 16 | none | 53.6 | 37.4 | 58.8 | 66.4 | 62.3 | 82.2 | 80.9 | 95.7 | 97.7
RP26,Llama-2-70B-Chat,GPTQ,4-bit,,MMLU,Accuracy,62.2,FP16,63.1,-0.9,absolute,False,measured,16,C.1. AdvGLUE++,Table 3,70b | 4 | GPTQ | 62.2 | 48.3 | 71.5 | 74.2 | 71.1 | 67.4 | 77.8 | 98.1 | 98.7
RP26,Llama-2-70B-Chat,FP16,16-bit,,MMLU,Accuracy,63.1,,,,,False,measured,16,C.1. AdvGLUE++,Table 3,70b | 16 | none | 63.1 | 52.0 | 71.4 | 75.0 | 54.2 | 65.3 | 80.9 | 99.3 | 98.3
RP26,Llama-2-70B-Chat,GPTQ,4-bit,,AdvGLUE++,Accuracy,48.3,FP16,52.0,-3.7,absolute,False,measured,16,C.1. AdvGLUE++,Table 3,70b | 4 | GPTQ | 62.2 | 48.3 | 71.5 | 74.2 | 71.1 | 67.4 | 77.8 | 98.1 | 98.7
RP26,Llama-2-70B-Chat,FP16,16-bit,,AdvGLUE++,Accuracy,52.0,,,,,False,measured,16,C.1. AdvGLUE++,Table 3,70b | 16 | none | 63.1 | 52.0 | 71.4 | 75.0 | 54.2 | 65.3 | 80.9 | 99.3 | 98.3
