rp_id,model,method,bit_width,group_size,dataset,metric,value,baseline_label,baseline_value,delta,delta_unit,headline,source_kind,page,section,source_table,quote
RP45,LLaMA-3.2-1B,bitsandbytes,8-bit,,MBPP,"Relative Robustness Score (RRS, character-level)",1.092,FP16,1.0,0.092,absolute,False,measured,7,V.A RQ1: Adversarial Robustness Evaluation,Table I,LLaMA | 1B | 1.092 ↓ | 1.862 ↓ | 1.333
RP45,LLaMA-3.2-1B,bitsandbytes,8-bit,,MBPP,"Relative Robustness Score (RRS, word-level)",1.862,FP16,1.0,0.862,absolute,False,measured,7,V.A RQ1: Adversarial Robustness Evaluation,Table I,LLaMA | 1B | 1.092 ↓ | 1.862 ↓ | 1.333
RP45,LLaMA-3.2-1B,bitsandbytes,8-bit,,MBPP,"Relative Robustness Score (RRS, sentence-level)",1.333,FP16,1.0,0.333,absolute,False,measured,7,V.A RQ1: Adversarial Robustness Evaluation,Table I,LLaMA | 1B | 1.092 ↓ | 1.862 ↓ | 1.333
RP45,LLaMA-3.2-1B,bitsandbytes,8-bit,,MBPP+,"Relative Robustness Score (RRS, character-level)",1.053,FP16,1.0,0.053,absolute,False,measured,7,V.A RQ1: Adversarial Robustness Evaluation,Table I,1.053 ↓ | 1.917 ↓ | 1.900 ↓
RP45,LLaMA-3.2-1B,bitsandbytes,8-bit,,MBPP+,"Relative Robustness Score (RRS, word-level)",1.917,FP16,1.0,0.917,absolute,False,measured,7,V.A RQ1: Adversarial Robustness Evaluation,Table I,1.053 ↓ | 1.917 ↓ | 1.900 ↓
RP45,LLaMA-3.2-1B,bitsandbytes,8-bit,,MBPP+,"Relative Robustness Score (RRS, sentence-level)",1.9,FP16,1.0,0.9,absolute,False,measured,7,V.A RQ1: Adversarial Robustness Evaluation,Table I,1.053 ↓ | 1.917 ↓ | 1.900 ↓
RP45,LLaMA-3.2-1B,bitsandbytes,8-bit,,HumanEval,"Relative Robustness Score (RRS, character-level)",1.5,FP16,1.0,0.5,absolute,False,measured,7,V.A RQ1: Adversarial Robustness Evaluation,Table I,1.500 ↓ | 0.714 ↑ | 0.714 ↑
RP45,LLaMA-3.2-1B,bitsandbytes,8-bit,,HumanEval,"Relative Robustness Score (RRS, word-level)",0.714,FP16,1.0,-0.286,absolute,False,measured,7,V.A RQ1: Adversarial Robustness Evaluation,Table I,1.500 ↓ | 0.714 ↑ | 0.714 ↑
RP45,LLaMA-3.2-1B,bitsandbytes,8-bit,,HumanEval,"Relative Robustness Score (RRS, sentence-level)",0.714,FP16,1.0,-0.286,absolute,False,measured,7,V.A RQ1: Adversarial Robustness Evaluation,Table I,1.500 ↓ | 0.714 ↑ | 0.714 ↑
RP45,LLaMA-3.2-1B,bitsandbytes,8-bit,,HumanEval+,"Relative Robustness Score (RRS, character-level)",1.333,FP16,1.0,0.333,absolute,False,measured,7,V.A RQ1: Adversarial Robustness Evaluation,Table I,1.333 ↓ | 0.714 ↑ | 0.714 ↑
