rp_id,model,method,bit_width,group_size,dataset,metric,value,baseline_label,baseline_value,delta,delta_unit,headline,source_kind,page,section,source_table,quote
RP39,Llama 1-65B,FastGen,,,AlpacaEval,Attention map recovery (%),95,,,,,True,measured,1,ABSTRACT,,"FastGen effectively performs KV cache compression with negligible generation quality loss (i.e., recover over 95% of attention scores with 35% cache compressed)"
RP39,Llama 1-65B,FastGen,,,AlpacaEval,KV cache pruned ratio (%),35,Full KV cache,0,35,percent,True,measured,3,1 INTRODUCTION,,recover over 95% of attention scores with 35% cache compressed
RP39,Llama 1-30B,FastGen,,,AlpacaEval,KV cache pruned ratio (%),50,Fixed KV compression (Frequent+Local),15,35,percent,True,measured,3,1 INTRODUCTION,,"as to the 30b model in Figure 2, FastGen (50% cache compressed) surpasses all fixed KV compression methods (15% cache compressed)"
RP39,Llama 1-7B,FastGen,,,AlpacaEval,KV cache memory (Gb),1.9,Full KV cache,4.3,-2.4,absolute,False,measured,8,5.1 TRADE-OFF BETWEEN PERFORMANCE AND MEMORY REDUCTION,Table 1,7B | 4.3Gb | 1.9Gb | 56.6% | 91% | 30.8%
RP39,Llama 1-7B,FastGen,,,AlpacaEval,KV cache pruned ratio (%),56.6,Full KV cache,0,56.6,percent,False,measured,8,5.1 TRADE-OFF BETWEEN PERFORMANCE AND MEMORY REDUCTION,Table 1,7B | 4.3Gb | 1.9Gb | 56.6% | 91% | 30.8%
RP39,Llama 1-7B,FastGen (T=91%),,,AlpacaEval,Win rate vs Full Cache (%),30.8,Full KV cache,50,-19.2,absolute,False,measured,8,5.1 TRADE-OFF BETWEEN PERFORMANCE AND MEMORY REDUCTION,Table 1,7B | 4.3Gb | 1.9Gb | 56.6% | 91% | 30.8%
RP39,Llama 1-7B,FastGen,,,AlpacaEval,KV cache memory (Gb),2.6,Full KV cache,4.3,-1.7,absolute,False,measured,8,5.1 TRADE-OFF BETWEEN PERFORMANCE AND MEMORY REDUCTION,Table 1,2.6Gb | 39.8% | 95% | 37.7%
RP39,Llama 1-7B,FastGen,,,AlpacaEval,KV cache pruned ratio (%),39.8,Full KV cache,0,39.8,percent,False,measured,8,5.1 TRADE-OFF BETWEEN PERFORMANCE AND MEMORY REDUCTION,Table 1,2.6Gb | 39.8% | 95% | 37.7%
RP39,Llama 1-7B,FastGen (T=95%),,,AlpacaEval,Win rate vs Full Cache (%),37.7,Full KV cache,50,-12.3,absolute,False,measured,8,5.1 TRADE-OFF BETWEEN PERFORMANCE AND MEMORY REDUCTION,Table 1,2.6Gb | 39.8% | 95% | 37.7%
RP39,Llama 1-7B,FastGen,,,AlpacaEval,KV cache memory (Gb),3.6,Full KV cache,4.3,-0.7,absolute,False,measured,8,5.1 TRADE-OFF BETWEEN PERFORMANCE AND MEMORY REDUCTION,Table 1,3.6Gb | 16.9% | 98% | 47.4%
RP39,Llama 1-7B,FastGen,,,AlpacaEval,KV cache pruned ratio (%),16.9,Full KV cache,0,16.9,percent,True,measured,8,5.1 TRADE-OFF BETWEEN PERFORMANCE AND MEMORY REDUCTION,Table 1,"FastGen can get as much as 44.9% pruned ratio on Llama 1-65B, compared to 16.9% pruned ratio on Llama 1-7B"
RP39,Llama 1-7B,FastGen (T=98%),,,AlpacaEval,Win rate vs Full Cache (%),47.4,Full KV cache,50,-2.6,absolute,False,measured,8,5.1 TRADE-OFF BETWEEN PERFORMANCE AND MEMORY REDUCTION,Table 1,3.6Gb | 16.9% | 98% | 47.4%
RP39,Llama 1-13B,FastGen,,,AlpacaEval,KV cache memory (Gb),3.1,Full KV cache,6.7,-3.6,absolute,False,measured,8,5.1 TRADE-OFF BETWEEN PERFORMANCE AND MEMORY REDUCTION,Table 1,13B | 6.7Gb | 3.1Gb | 53.4% | 91% | 32.0%
RP39,Llama 1-13B,FastGen,,,AlpacaEval,KV cache pruned ratio (%),53.4,Full KV cache,0,53.4,percent,False,measured,8,5.1 TRADE-OFF BETWEEN PERFORMANCE AND MEMORY REDUCTION,Table 1,13B | 6.7Gb | 3.1Gb | 53.4% | 91% | 32.0%
RP39,Llama 1-13B,FastGen (T=91%),,,AlpacaEval,Win rate vs Full Cache (%),32.0,Full KV cache,50,-18.0,absolute,False,measured,8,5.1 TRADE-OFF BETWEEN PERFORMANCE AND MEMORY REDUCTION,Table 1,13B | 6.7Gb | 3.1Gb | 53.4% | 91% | 32.0%
RP39,Llama 1-13B,FastGen,,,AlpacaEval,KV cache memory (Gb),4.1,Full KV cache,6.7,-2.6,absolute,False,measured,8,5.1 TRADE-OFF BETWEEN PERFORMANCE AND MEMORY REDUCTION,Table 1,4.1Gb | 39.0% | 95% | 39.9%
RP39,Llama 1-13B,FastGen,,,AlpacaEval,KV cache pruned ratio (%),39.0,Full KV cache,0,39.0,percent,False,measured,8,5.1 TRADE-OFF BETWEEN PERFORMANCE AND MEMORY REDUCTION,Table 1,4.1Gb | 39.0% | 95% | 39.9%
RP39,Llama 1-13B,FastGen (T=95%),,,AlpacaEval,Win rate vs Full Cache (%),39.9,Full KV cache,50,-10.1,absolute,False,measured,8,5.1 TRADE-OFF BETWEEN PERFORMANCE AND MEMORY REDUCTION,Table 1,4.1Gb | 39.0% | 95% | 39.9%
RP39,Llama 1-13B,FastGen,,,AlpacaEval,KV cache memory (Gb),5.5,Full KV cache,6.7,-1.2,absolute,False,measured,8,5.1 TRADE-OFF BETWEEN PERFORMANCE AND MEMORY REDUCTION,Table 1,5.5Gb | 18.3% | 98% | 48.7%
RP39,Llama 1-13B,FastGen,,,AlpacaEval,KV cache pruned ratio (%),18.3,Full KV cache,0,18.3,percent,False,measured,8,5.1 TRADE-OFF BETWEEN PERFORMANCE AND MEMORY REDUCTION,Table 1,5.5Gb | 18.3% | 98% | 48.7%
RP39,Llama 1-13B,FastGen (T=98%),,,AlpacaEval,Win rate vs Full Cache (%),48.7,Full KV cache,50,-1.3,absolute,False,measured,8,5.1 TRADE-OFF BETWEEN PERFORMANCE AND MEMORY REDUCTION,Table 1,5.5Gb | 18.3% | 98% | 48.7%
