rp_id,model,method,bit_width,group_size,dataset,metric,value,baseline_label,baseline_value,delta,delta_unit,headline,source_kind,page,section,source_table,quote
RP33,OPT-175B,FlexGen,16-bit,,T4 16GB,Generation throughput (token/s),1.0,,,,,True,measured,1,Abstract,,reaching a generation throughput of 1 token/s for the first time with an effective batch size of 144
RP33,OPT-175B,FlexGen-4bit,4-bit,g64,T4 16GB,Speedup over baselines (max),100.0,DeepSpeed Zero-Inference,1.0,99.0,x_factor,True,measured,1,Abstract,Figure 1,FlexGen achieves a new Pareto-optimal frontier with 100 \times higher maximum throughput for OPT-175B
RP33,OPT-175B,FlexGen,16-bit,,T4 16GB,Speedup over DeepSpeed (5000s latency),40.0,DeepSpeed Zero-Inference,1.0,39.0,x_factor,True,measured,3,1. Introduction,,"more than 40\times higher throughput than DeepSpeed Zero-Inference (batch size 1, or 32 tokens in total)"
RP33,OPT-175B,FlexGen,16-bit,,T4 16GB,Speedup over baselines (12000s latency),69.0,DeepSpeed Zero-Inference,1.0,68.0,x_factor,True,measured,3,1. Introduction,,FlexGen achieves 69× higher maximum throughput compared to baselines because it can enlarge the effective batch size to 256
RP33,OPT-175B,FlexGen-4bit,4-bit,g64,T4 16GB,Speedup over baselines (4000s latency),100.0,DeepSpeed Zero-Inference,1.0,99.0,x_factor,True,measured,3,1. Introduction,,FlexGen can reach 100× higher maximum throughput with effective batch size 144 (4608 tokens generated in total) with latency 4000 seconds
RP33,OPT-175B,FlexGen-4bit,4-bit,g64,T4 16GB,Speedup over baselines (seq 512),112.0,DeepSpeed Zero-Inference,1.0,111.0,x_factor,False,measured,8,6.1. Offloading,,"With compression enabled, FlexGen achieves a 112× higher generation throughput on a single GPU for prompt sequence length 512"
RP33,OPT-6.7B,HF Accelerate,16-bit,,T4 16GB,Generation throughput (token/s),25.12,,,,,False,measured,8,6.1. Offloading,Table 2,Accelerate | 25.12 | 0.62 | 0.01 | 13.01 | 0.31 | 0.01
RP33,OPT-30B,HF Accelerate,16-bit,,T4 16GB,Generation throughput (token/s),0.62,,,,,False,measured,8,6.1. Offloading,Table 2,Accelerate | 25.12 | 0.62 | 0.01 | 13.01 | 0.31 | 0.01
RP33,OPT-175B,HF Accelerate,16-bit,,T4 16GB,Generation throughput (token/s),0.01,,,,,False,measured,8,6.1. Offloading,Table 2,Accelerate | 25.12 | 0.62 | 0.01 | 13.01 | 0.31 | 0.01
RP33,OPT-6.7B,DeepSpeed Zero-Inference,16-bit,,T4 16GB,Generation throughput (token/s),9.28,,,,,False,measured,8,6.1. Offloading,Table 2,DeepSpeed | 9.28 | 0.60 | 0.01 | 4.59 | 0.29 | OOM
RP33,OPT-30B,DeepSpeed Zero-Inference,16-bit,,T4 16GB,Generation throughput (token/s),0.6,,,,,False,measured,8,6.1. Offloading,Table 2,DeepSpeed | 9.28 | 0.60 | 0.01 | 4.59 | 0.29 | OOM
RP33,OPT-175B,DeepSpeed Zero-Inference,16-bit,,T4 16GB,Generation throughput (token/s),0.01,,,,,False,measured,8,6.1. Offloading,Table 2,DeepSpeed | 9.28 | 0.60 | 0.01 | 4.59 | 0.29 | OOM
RP33,OPT-6.7B,Petals,8-bit,,T4 16GB,Generation throughput (token/s),8.25,,,,,False,measured,8,6.1. Offloading,Table 2,Petals | 8.25 | 2.84 | 0.08 | 6.56 | 1.51 | 0.06
RP33,OPT-30B,Petals,8-bit,,T4 16GB,Generation throughput (token/s),2.84,,,,,False,measured,8,6.1. Offloading,Table 2,Petals | 8.25 | 2.84 | 0.08 | 6.56 | 1.51 | 0.06
RP33,OPT-175B,Petals,8-bit,,T4 16GB,Generation throughput (token/s),0.08,,,,,False,measured,8,6.1. Offloading,Table 2,Petals | 8.25 | 2.84 | 0.08 | 6.56 | 1.51 | 0.06
RP33,OPT-6.7B,FlexGen,16-bit,,T4 16GB,Generation throughput (token/s),25.26,HF Accelerate,25.12,0.14,absolute,False,measured,8,6.1. Offloading,Table 2,FlexGen | 25.26 | 7.32 | 0.69 | 13.72 | 3.50 | 0.35
RP33,OPT-30B,FlexGen,16-bit,,T4 16GB,Generation throughput (token/s),7.32,HF Accelerate,0.62,6.7,absolute,False,measured,8,6.1. Offloading,Table 2,FlexGen | 25.26 | 7.32 | 0.69 | 13.72 | 3.50 | 0.35
RP33,OPT-175B,FlexGen,16-bit,,T4 16GB,Generation throughput (token/s),0.69,DeepSpeed Zero-Inference,0.01,0.68,absolute,True,measured,8,6.1. Offloading,Table 2,FlexGen | 25.26 | 7.32 | 0.69 | 13.72 | 3.50 | 0.35
RP33,OPT-6.7B,FlexGen-4bit,4-bit,g64,T4 16GB,Generation throughput (token/s),29.12,FlexGen,25.26,3.86,absolute,False,measured,8,6.1. Offloading,Table 2,FlexGen (c) | 29.12 | 8.70 | 1.12 | 13.18 | 3.98 | 0.42
RP33,OPT-30B,FlexGen-4bit,4-bit,g64,T4 16GB,Generation throughput (token/s),8.7,FlexGen,7.32,1.38,absolute,False,measured,8,6.1. Offloading,Table 2,FlexGen (c) | 29.12 | 8.70 | 1.12 | 13.18 | 3.98 | 0.42
RP33,OPT-175B,FlexGen-4bit,4-bit,g64,T4 16GB,Generation throughput (token/s),1.12,FlexGen,0.69,0.43,absolute,True,measured,8,6.1. Offloading,Table 2,FlexGen (c) | 29.12 | 8.70 | 1.12 | 13.18 | 3.98 | 0.42
RP33,OPT-6.7B,HF Accelerate,16-bit,,T4 16GB seq=1024,Generation throughput (token/s),13.01,,,,,False,measured,8,6.1. Offloading,Table 2,Accelerate | 25.12 | 0.62 | 0.01 | 13.01 | 0.31 | 0.01
RP33,OPT-30B,HF Accelerate,16-bit,,T4 16GB seq=1024,Generation throughput (token/s),0.31,,,,,False,measured,8,6.1. Offloading,Table 2,Accelerate | 25.12 | 0.62 | 0.01 | 13.01 | 0.31 | 0.01
RP33,OPT-175B,HF Accelerate,16-bit,,T4 16GB seq=1024,Generation throughput (token/s),0.01,,,,,False,measured,8,6.1. Offloading,Table 2,Accelerate | 25.12 | 0.62 | 0.01 | 13.01 | 0.31 | 0.01
RP33,OPT-6.7B,DeepSpeed Zero-Inference,16-bit,,T4 16GB seq=1024,Generation throughput (token/s),4.59,,,,,False,measured,8,6.1. Offloading,Table 2,DeepSpeed | 9.28 | 0.60 | 0.01 | 4.59 | 0.29 | OOM
RP33,OPT-30B,DeepSpeed Zero-Inference,16-bit,,T4 16GB seq=1024,Generation throughput (token/s),0.29,,,,,False,measured,8,6.1. Offloading,Table 2,DeepSpeed | 9.28 | 0.60 | 0.01 | 4.59 | 0.29 | OOM
RP33,OPT-6.7B,Petals,8-bit,,T4 16GB seq=1024,Generation throughput (token/s),6.56,,,,,False,measured,8,6.1. Offloading,Table 2,Petals | 8.25 | 2.84 | 0.08 | 6.56 | 1.51 | 0.06
RP33,OPT-30B,Petals,8-bit,,T4 16GB seq=1024,Generation throughput (token/s),1.51,,,,,False,measured,8,6.1. Offloading,Table 2,Petals | 8.25 | 2.84 | 0.08 | 6.56 | 1.51 | 0.06
RP33,OPT-175B,Petals,8-bit,,T4 16GB seq=1024,Generation throughput (token/s),0.06,,,,,False,measured,8,6.1. Offloading,Table 2,Petals | 8.25 | 2.84 | 0.08 | 6.56 | 1.51 | 0.06
RP33,OPT-6.7B,FlexGen,16-bit,,T4 16GB seq=1024,Generation throughput (token/s),13.72,,,,,False,measured,8,6.1. Offloading,Table 2,FlexGen | 25.26 | 7.32 | 0.69 | 13.72 | 3.50 | 0.35
RP33,OPT-30B,FlexGen,16-bit,,T4 16GB seq=1024,Generation throughput (token/s),3.5,,,,,False,measured,8,6.1. Offloading,Table 2,FlexGen | 25.26 | 7.32 | 0.69 | 13.72 | 3.50 | 0.35
RP33,OPT-175B,FlexGen,16-bit,,T4 16GB seq=1024,Generation throughput (token/s),0.35,,,,,False,measured,8,6.1. Offloading,Table 2,FlexGen | 25.26 | 7.32 | 0.69 | 13.72 | 3.50 | 0.35
RP33,OPT-6.7B,FlexGen-4bit,4-bit,g64,T4 16GB seq=1024,Generation throughput (token/s),13.18,,,,,False,measured,8,6.1. Offloading,Table 2,FlexGen (c) | 29.12 | 8.70 | 1.12 | 13.18 | 3.98 | 0.42
RP33,OPT-30B,FlexGen-4bit,4-bit,g64,T4 16GB seq=1024,Generation throughput (token/s),3.98,,,,,False,measured,8,6.1. Offloading,Table 2,FlexGen (c) | 29.12 | 8.70 | 1.12 | 13.18 | 3.98 | 0.42
RP33,OPT-175B,FlexGen-4bit,4-bit,g64,T4 16GB seq=1024,Generation throughput (token/s),0.42,,,,,False,measured,8,6.1. Offloading,Table 2,FlexGen (c) | 29.12 | 8.70 | 1.12 | 13.18 | 3.98 | 0.42
RP33,OPT-6.7B,FlexGen,16-bit,,T4 16GB x4,"Generation throughput (token/s, 4 GPUs)",201.12,FlexGen (1 GPU),25.26,7.96,x_factor,False,measured,8,6.1. Offloading,Table 3,FlexGen (4) | 201.12 | 23.61 | 2.33 | 764.65 | 48.94 | 3.86
RP33,OPT-30B,FlexGen,16-bit,,T4 16GB x4,"Generation throughput (token/s, 4 GPUs)",23.61,FlexGen (1 GPU),7.32,3.23,x_factor,False,measured,8,6.1. Offloading,Table 3,FlexGen (4) | 201.12 | 23.61 | 2.33 | 764.65 | 48.94 | 3.86
RP33,OPT-175B,FlexGen,16-bit,,T4 16GB x4,"Generation throughput (token/s, 4 GPUs)",2.33,FlexGen (1 GPU),0.69,3.38,x_factor,False,measured,8,6.1. Offloading,Table 3,FlexGen (4) | 201.12 | 23.61 | 2.33 | 764.65 | 48.94 | 3.86
