rp_id,model,method,bit_width,group_size,dataset,metric,value,baseline_label,baseline_value,delta,delta_unit,headline,source_kind,page,section,source_table,quote
RP17,LLaMA-33B,SpQR,4-bit,,Consumer GPU 24GB,Speedup over FP16,1.15,FP16,1.0,0.15,x_factor,True,measured,1,Abstract,,run 33B parameter LLM on a single 24 GB consumer GPU without any performance degradation at 15% speedup
RP17,LLaMA family,SpQR,4-bit,,WikiText2,Memory compression factor,4.0,FP16,1.0,3.0,x_factor,True,measured,1,Abstract,,enabling memory compression gains of more than 4x
RP17,LLaMA family,SpQR,4-bit,,WikiText2,Relative perplexity error vs FP16,1.0,FP16,0.0,1.0,percent,True,measured,1,Abstract,,achieves relative accuracy losses of less than 1% in perplexity for highly-accurate LLaMA and Falcon LLMs
RP17,LLaMA family,SpQR,4-bit,,A100,Speedup over FP16,1.25,FP16,1.0,0.25,x_factor,True,measured,2,1 Introduction,,SpQR reduces the memory footprint of LLMs by a factor of about 3.4x or more without degradation in accuracy ... while also being 20-30% faster for LLM generation compared to 16-bit inference
RP17,LLaMA-7B,FP16,16-bit,,WikiText2,Perplexity,5.68,,,,,False,measured,9,5 Experimental Validation - LLaMa,Table 1,7B | – | 16.00 | 5.68 | 7.08 | 8.80
RP17,LLaMA-7B,FP16,16-bit,,C4,Perplexity,7.08,,,,,False,measured,9,5 Experimental Validation - LLaMa,Table 1,7B | – | 16.00 | 5.68 | 7.08 | 8.80
RP17,LLaMA-7B,FP16,16-bit,,Penn Treebank,Perplexity,8.8,,,,,False,measured,9,5 Experimental Validation - LLaMa,Table 1,7B | – | 16.00 | 5.68 | 7.08 | 8.80
RP17,LLaMA-7B,SpQR,4-bit,,WikiText2,Perplexity,5.73,FP16,5.68,0.05,absolute,False,measured,9,5 Experimental Validation - LLaMa,Table 1,SpQR | 4.63 | 5.73 | 7.13 | 8.88
RP17,LLaMA-7B,SpQR,4-bit,,C4,Perplexity,7.13,FP16,7.08,0.05,absolute,False,measured,9,5 Experimental Validation - LLaMa,Table 1,SpQR | 4.63 | 5.73 | 7.13 | 8.88
RP17,LLaMA-7B,SpQR,4-bit,,Penn Treebank,Perplexity,8.88,FP16,8.8,0.08,absolute,False,measured,9,5 Experimental Validation - LLaMa,Table 1,SpQR | 4.63 | 5.73 | 7.13 | 8.88
RP17,LLaMA-7B,RTN,4-bit,,WikiText2,Perplexity,6.43,FP16,5.68,0.75,absolute,False,measured,9,5 Experimental Validation - LLaMa,Table 1,RTN | 4 | 6.43 | 7.93 | 10.30
RP17,LLaMA-7B,RTN,4-bit,,C4,Perplexity,7.93,FP16,7.08,0.85,absolute,False,measured,9,5 Experimental Validation - LLaMa,Table 1,RTN | 4 | 6.43 | 7.93 | 10.30
