rp_id,model,method,bit_width,group_size,dataset,metric,value,baseline_label,baseline_value,delta,delta_unit,headline,source_kind,page,section,source_table,quote
RP28,LLAMA-2 70B,SliceGPT-25%,,25% slicing,Zero-shot avg (PIQA/WinoGrande/HellaSwag/ARC-e/ARC-c),Avg Accuracy retention vs Dense (%),99,Dense FP16,100,-1,percent,True,measured,1,ABSTRACT,,"SliceGPT can remove up to 25% of the model parameters (including embeddings) for LLAMA-2 70B, OPT 66B and Phi-2 models while maintaining 99%, 99% and 90% zero-shot task performance of the dense model respectively"
RP28,OPT 66B,SliceGPT-25%,,25% slicing,Zero-shot avg (PIQA/WinoGrande/HellaSwag/ARC-e/ARC-c),Avg Accuracy retention vs Dense (%),99,Dense FP16,100,-1,percent,True,measured,1,ABSTRACT,,"SliceGPT can remove up to 25% of the model parameters (including embeddings) for LLAMA-2 70B, OPT 66B and Phi-2 models while maintaining 99%, 99% and 90% zero-shot task performance of the dense model respectively"
RP28,Phi-2,SliceGPT-25%,,25% slicing,Zero-shot avg (PIQA/WinoGrande/HellaSwag/ARC-e/ARC-c),Avg Accuracy retention vs Dense (%),90,Dense FP16,100,-10,percent,True,measured,1,ABSTRACT,,"SliceGPT can remove up to 25% of the model parameters (including embeddings) for LLAMA-2 70B, OPT 66B and Phi-2 models while maintaining 99%, 99% and 90% zero-shot task performance of the dense model respectively"
RP28,LLAMA-2 70B,SliceGPT-25%,,25% slicing,RTX6000 24GB,Total compute relative to dense (%),64,Dense FP16,100,-36,percent,True,measured,1,ABSTRACT,,on 24GB consumer GPUs we reduce the total compute for inference on LLAMA-2 70B to 64% of that of the dense model
RP28,LLAMA-2 70B,SliceGPT-25%,,25% slicing,A100 40GB,Total compute relative to dense (%),66,Dense FP16,100,-34,percent,True,measured,1,ABSTRACT,,on 40GB A100 GPUs we reduce it to 66%
RP28,OPT 125M,FP16,,,WikiText-2,Perplexity,27.64,,,,,False,measured,8,4.1 RESULTS,Table 1,Dense | 27.64 | 14.61 | 12.46 | 10.85 | 10.12 | 9.56 | 9.33 | 5.47 | 4.88 | 3.32
RP28,OPT 1.3B,FP16,,,WikiText-2,Perplexity,14.61,,,,,False,measured,8,4.1 RESULTS,Table 1,Dense | 27.64 | 14.61 | 12.46 | 10.85 | 10.12 | 9.56 | 9.33 | 5.47 | 4.88 | 3.32
RP28,OPT 2.7B,FP16,,,WikiText-2,Perplexity,12.46,,,,,False,measured,8,4.1 RESULTS,Table 1,Dense | 27.64 | 14.61 | 12.46 | 10.85 | 10.12 | 9.56 | 9.33 | 5.47 | 4.88 | 3.32
RP28,OPT 6.7B,FP16,,,WikiText-2,Perplexity,10.85,,,,,False,measured,8,4.1 RESULTS,Table 1,Dense | 27.64 | 14.61 | 12.46 | 10.85 | 10.12 | 9.56 | 9.33 | 5.47 | 4.88 | 3.32
RP28,OPT 13B,FP16,,,WikiText-2,Perplexity,10.12,,,,,False,measured,8,4.1 RESULTS,Table 1,Dense | 27.64 | 14.61 | 12.46 | 10.85 | 10.12 | 9.56 | 9.33 | 5.47 | 4.88 | 3.32
RP28,OPT 30B,FP16,,,WikiText-2,Perplexity,9.56,,,,,False,measured,8,4.1 RESULTS,Table 1,Dense | 27.64 | 14.61 | 12.46 | 10.85 | 10.12 | 9.56 | 9.33 | 5.47 | 4.88 | 3.32
