rp_id,model,method,bit_width,group_size,dataset,metric,value,baseline_label,baseline_value,delta,delta_unit,headline,source_kind,page,section,source_table,quote
RP30,LLAMA-2-7B,FP16,16-bit,,WikiText-2,Perplexity,5.12,,,,,False,measured,7,4.1. Compression quality for modern LLMs,Table 1,7B | – | 16 | 5.12 | 6.63 | 67.25 | 78.45 | 56.69 | 69.32 | 40.02 | 62.35
RP30,LLAMA-2-7B,FP16,16-bit,,C4,Perplexity,6.63,,,,,False,measured,7,4.1. Compression quality for modern LLMs,Table 1,7B | – | 16 | 5.12 | 6.63 | 67.25 | 78.45 | 56.69 | 69.32 | 40.02 | 62.35
RP30,LLAMA-2-7B,FP16,16-bit,,WinoGrande+PiQA+HellaSwag+ArcE+ArcC,Average Zero-shot Accuracy,62.35,,,,,False,measured,7,4.1. Compression quality for modern LLMs,Table 1,7B | – | 16 | 5.12 | 6.63 | 67.25 | 78.45 | 56.69 | 69.32 | 40.02 | 62.35
RP30,LLAMA-2-7B,AQLM,2-bit,1x16-g8,WikiText-2,Perplexity,6.59,FP16,5.12,1.47,absolute,False,measured,7,4.1. Compression quality for modern LLMs,Table 1,AQLM | 2.02 | **6.59** | **8.54** | **65.67** | **74.76** | **49.55** | **63.68** | **32.76** | **57.28**
RP30,LLAMA-2-7B,AQLM,2-bit,1x16-g8,C4,Perplexity,8.54,FP16,6.63,1.91,absolute,False,measured,7,4.1. Compression quality for modern LLMs,Table 1,AQLM | 2.02 | **6.59** | **8.54** | **65.67** | **74.76** | **49.55** | **63.68** | **32.76** | **57.28**
RP30,LLAMA-2-7B,AQLM,2-bit,1x16-g8,WinoGrande+PiQA+HellaSwag+ArcE+ArcC,Average Zero-shot Accuracy,57.28,FP16,62.35,-5.07,absolute,False,measured,7,4.1. Compression quality for modern LLMs,Table 1,AQLM | 2.02 | **6.59** | **8.54** | **65.67** | **74.76** | **49.55** | **63.68** | **32.76** | **57.28**
RP30,LLAMA-2-7B,QuIP#,2-bit,,WikiText-2,Perplexity,8.22,FP16,5.12,3.1,absolute,False,measured,7,4.1. Compression quality for modern LLMs,Table 1,QuIP# | 2.02 | 8.22 | 11.01 | 62.43 | 71.38 | 42.94 | 55.56 | 28.84 | 52.23
RP30,LLAMA-2-7B,QuIP#,2-bit,,C4,Perplexity,11.01,FP16,6.63,4.38,absolute,False,measured,7,4.1. Compression quality for modern LLMs,Table 1,QuIP# | 2.02 | 8.22 | 11.01 | 62.43 | 71.38 | 42.94 | 55.56 | 28.84 | 52.23
RP30,LLAMA-2-7B,QuIP#,2-bit,,WinoGrande+PiQA+HellaSwag+ArcE+ArcC,Average Zero-shot Accuracy,52.23,FP16,62.35,-10.12,absolute,False,measured,7,4.1. Compression quality for modern LLMs,Table 1,QuIP# | 2.02 | 8.22 | 11.01 | 62.43 | 71.38 | 42.94 | 55.56 | 28.84 | 52.23
RP30,LLAMA-2-7B,AQLM,2-bit,2.29-bit-config,WikiText-2,Perplexity,6.29,FP16,5.12,1.17,absolute,False,measured,7,4.1. Compression quality for modern LLMs,Table 1,AQLM | 2.29 | 6.29 | 8.11 | 65.67 | 74.92 | 50.88 | 66.50 | 34.90 | 58.57
