rp_id,model,method,bit_width,group_size,dataset,metric,value,baseline_label,baseline_value,delta,delta_unit,headline,source_kind,page,section,source_table,quote
RP14,BERT-base,ZeroQuant,8-bit,g48,GLUE,Average Accuracy,83.75,FP16,83.95,-0.2,absolute,False,measured,6,4.2 Layer-by-layer Knowledge Distillation with Affordable Cost,Table 2,W8A8 (ZeroQuant) | 59.59 | 84.83 | 85.13 | 86.03/90.39 | 91.98 | 91.45/88.46 | 71.12 | 93.12 | 90.09/89.62 | 83.75 | 0
RP14,BERT-base,PTQ (baseline),8-bit,,GLUE,Average Accuracy,77.41,FP16,83.95,-6.54,absolute,False,measured,6,4.2 Layer-by-layer Knowledge Distillation with Affordable Cost,Table 2,W8A8 (PTQ) | 56.06 | 79.99 | 81.06 | 75.49/79.67 | 87.35 | 89.92/86.82 | 48.38 | 91.40 | 86.58/86.44 | 77.41 | 6
RP14,BERT-base,QAT (authors' run),8-bit,,GLUE,Average Accuracy,83.37,FP16,83.95,-0.58,absolute,False,measured,6,4.2 Layer-by-layer Knowledge Distillation with Affordable Cost,Table 2,W8A8 (QAT) | 61.21 | 84.80 | 84.64 | 83.82/88.85 | 91.29 | 91.29/88.28 | 71.12 | 92.89 | 88.39/88.18 | 83.37 | 2900
RP14,BERT-base,ZeroQuant,4-bit,g48,GLUE,Average Accuracy,81.65,FP16,83.95,-2.3,absolute,False,measured,6,4.2 Layer-by-layer Knowledge Distillation with Affordable Cost,Table 2,W4/8A16 (ZeroQuant) | 57.29 | 82.69 | 83.27 | 84.56/88.40 | 90.04 | 86.52/79.49 | 70.76 | 92.78 | 88.46/88.61 | 81.65 | 0
RP14,BERT-base,ZeroQuant-LKD,4-bit,g48,GLUE,Average Accuracy,82.35,FP16,83.95,-1.6,absolute,True,measured,6,4.2 Layer-by-layer Knowledge Distillation with Affordable Cost,Table 2,W4/8A16 (ZeroQuant-LKD) | 58.50 | 83.16 | 83.69 | 84.80/89.31 | 90.83 | 88.94/84.12 | 70.04 | 92.78 | 88.49/88.67 | 82.35 | 31
RP14,BERT-base,PTQ (baseline),4-bit,,GLUE,Average Accuracy,33.11,FP16,83.95,-50.84,absolute,False,measured,6,4.2 Layer-by-layer Knowledge Distillation with Affordable Cost,Table 2,W4/8A16 (PTQ) | 0.00 | 16.74 | 16.95 | 31.62/0.00 | 50.74 | 63.18/0.00 | 47.29 | 70.64 | 16.48/15.91 | 33.11 | 6
RP14,BERT-base,ZeroQuant,4-bit,g48,GLUE (W4/8A8),Average Accuracy,81.55,FP16,83.95,-2.4,absolute,False,measured,6,4.2 Layer-by-layer Knowledge Distillation with Affordable Cost,Table 2,W4/8A8 (ZeroQuant) | 56.69 | 82.46 | 83.06 | 84.07/88.03 | 90.13 | 87.04/80.50 | 70.76 | 92.78 | 88.07/88.44 | 81.55 | 0
RP14,BERT-base,ZeroQuant-LKD,4-bit,g48,GLUE (W4/8A8),Average Accuracy,82.71,FP16,83.95,-1.24,absolute,False,measured,6,4.2 Layer-by-layer Knowledge Distillation with Affordable Cost,Table 2,W4/8A8 (ZeroQuant-LKD) | 58.80 | 83.09 | 83.65 | 85.78/89.90 | 90.76 | 89.16/84.85 | 71.84 | 93.00 | 88.16/88.55 | 82.71 | 31
RP14,BERT-large,FP16,16-bit,,GLUE,Average Accuracy,85.03,,,,,False,measured,8,5.2 Main Results of GPT-3-style Models,Table 3,W16A16 (Baseline) | 63.35 | 86.65 | 85.91 | 87.99/91.62 | 92.24 | 91.08/88.08 | 74.01 | 93.46 | 90.34/90.11 | 85.03
RP14,BERT-large,ZeroQuant,8-bit,g64,GLUE,Average Accuracy,84.81,FP16,85.03,-0.22,absolute,False,measured,8,5.2 Main Results of GPT-3-style Models,Table 3,W8A8 (ZeroQuant) | 63.38 | 86.52 | 85.64 | 87.75/91.50 | 92.31 | 91.09/88.05 | 72.56 | 93.35 | 90.45/90.19 | 84.81 | 0
