rp_id,model,method,bit_width,group_size,dataset,metric,value,baseline_label,baseline_value,delta,delta_unit,headline,source_kind,page,section,source_table,quote
RP36,LLaMA-2-7B,SpinQuant-had,4-bit,,Zero-shot CSR (8 tasks avg),Accuracy,64.0,FP16,66.9,-2.9,absolute,True,measured,1,ABSTRACT,Abstract,SpinQuant narrows the accuracy gap on zero-shot reasoning tasks with full precision to merely 2.9 points on the LLaMA-2 7B model
RP36,LLaMA-2-7B,LLM-QAT,4-bit,,Zero-shot CSR (8 tasks avg),Accuracy gap to FP16,22.0,FP16,0.0,22.0,absolute,True,measured,2,1 INTRODUCTION,Introduction,"the previous LLM-QAT (Liu et al., 2023c) approach, which exhibited a 22.0 point gap under identical precision conditions"
RP36,LLaMA-2-7B,SpinQuant-had vs LLM-QAT,4-bit,,Zero-shot CSR (8 tasks avg),Improvement over LLM-QAT,19.1,LLM-QAT,,19.1,absolute,True,measured,1,ABSTRACT,Abstract,surpassing LLM-QAT by 19.1 points and SmoothQuant by 25.0 points
RP36,LLaMA-2-7B,SpinQuant-had vs SmoothQuant,4-bit,,Zero-shot CSR (8 tasks avg),Improvement over SmoothQuant,25.0,SmoothQuant,,25.0,absolute,True,measured,1,ABSTRACT,Abstract,surpassing LLM-QAT by 19.1 points and SmoothQuant by 25.0 points
RP36,LLaMA-2-7B,SpinQuant (random rotations),4-bit,,Zero-shot CSR (8 tasks avg),Best-vs-worst rotation variance,13.0,,,,absolute,True,measured,1,ABSTRACT,Abstract,with an up to 13 points difference in downstream zero-shot reasoning performance
RP36,LLaMA-3-8B,SpinQuant-had vs QuaRot,4-bit,,Zero-shot CSR (8 tasks avg),Relative gap reduction vs QuaRot,45.1,QuaRot,,45.1,percent,True,measured,1,ABSTRACT,Abstract,"for LLaMA-3 8B models that are hard to quantize, SpinQuant reduces the gap to full precision by up to 45.1% relative to QuaRot"
RP36,LLaMA-2-7B,FP16,16-bit,,Zero-shot CSR (8 tasks avg),Accuracy,66.9,,,,,False,measured,7,4.2 Main results,Table 1,16-16-16 | FloatingPoint | 66.9 | 5.5
RP36,LLaMA-2-7B,FP16,16-bit,,WikiText-2,Perplexity,5.5,,,,,False,measured,7,4.2 Main results,Table 1,16-16-16 | FloatingPoint | 66.9 | 5.5
RP36,LLaMA-2-13B,FP16,16-bit,,Zero-shot CSR (8 tasks avg),Accuracy,68.3,,,,,False,measured,7,4.2 Main results,Table 1,16-16-16 | FloatingPoint | ... 68.3 | 5.0
RP36,LLaMA-2-13B,FP16,16-bit,,WikiText-2,Perplexity,5.0,,,,,False,measured,7,4.2 Main results,Table 1,16-16-16 | FloatingPoint | ... 68.3 | 5.0
RP36,LLaMA-2-70B,FP16,16-bit,,Zero-shot CSR (8 tasks avg),Accuracy,72.9,,,,,False,measured,7,4.2 Main results,Table 1,16-16-16 | FloatingPoint | ... 72.9 | 3.3
RP36,LLaMA-2-70B,FP16,16-bit,,WikiText-2,Perplexity,3.3,,,,,False,measured,7,4.2 Main results,Table 1,16-16-16 | FloatingPoint | ... 72.9 | 3.3
RP36,LLaMA-3.2-1B,FP16,16-bit,,Zero-shot CSR (8 tasks avg),Accuracy,56.9,,,,,False,measured,7,4.2 Main results,Table 1,16-16-16 | FloatingPoint | ... 56.9 | 13.4
RP36,LLaMA-3.2-1B,FP16,16-bit,,WikiText-2,Perplexity,13.4,,,,,False,measured,7,4.2 Main results,Table 1,16-16-16 | FloatingPoint | ... 56.9 | 13.4
RP36,LLaMA-3.2-3B,FP16,16-bit,,Zero-shot CSR (8 tasks avg),Accuracy,63.9,,,,,False,measured,7,4.2 Main results,Table 1,16-16-16 | FloatingPoint | ... 63.9 | 10.7
RP36,LLaMA-3.2-3B,FP16,16-bit,,WikiText-2,Perplexity,10.7,,,,,False,measured,7,4.2 Main results,Table 1,16-16-16 | FloatingPoint | ... 63.9 | 10.7
RP36,LLaMA-3-8B,FP16,16-bit,,Zero-shot CSR (8 tasks avg),Accuracy,69.6,,,,,False,measured,7,4.2 Main results,Table 1,16-16-16 | FloatingPoint | ... 69.6 | 6.1
RP36,LLaMA-3-8B,FP16,16-bit,,WikiText-2,Perplexity,6.1,,,,,False,measured,7,4.2 Main results,Table 1,16-16-16 | FloatingPoint | ... 69.6 | 6.1
RP36,Mistral-7B,FP16,16-bit,,Zero-shot CSR (8 tasks avg),Accuracy,71.0,,,,,False,measured,7,4.2 Main results,Table 1,16-16-16 | FloatingPoint | ... 71.0 | 5.4
RP36,Mistral-7B,FP16,16-bit,,WikiText-2,Perplexity,5.4,,,,,False,measured,7,4.2 Main results,Table 1,16-16-16 | FloatingPoint | ... 71.0 | 5.4
RP36,LLaMA-2-7B,RTN,4-bit,,Zero-shot CSR (8 tasks avg),Accuracy,62.4,FP16,66.9,-4.5,absolute,False,measured,7,4.2 Main results,Table 1 (W4A8KV16),4-8-16 | RTN | 62.4 | 7.9
RP36,LLaMA-2-7B,RTN,4-bit,,WikiText-2,Perplexity,7.9,FP16,5.5,2.4,absolute,False,measured,7,4.2 Main results,Table 1 (W4A8KV16),4-8-16 | RTN | 62.4 | 7.9
RP36,LLaMA-2-7B,SmoothQuant,4-bit,,Zero-shot CSR (8 tasks avg),Accuracy,58.9,FP16,66.9,-8.0,absolute,False,measured,7,4.2 Main results,Table 1 (W4A8KV16),SmoothQuant | 58.9 | 7.5
RP36,LLaMA-2-7B,SmoothQuant,4-bit,,WikiText-2,Perplexity,7.5,FP16,5.5,2.0,absolute,False,measured,7,4.2 Main results,Table 1 (W4A8KV16),SmoothQuant | 58.9 | 7.5
RP36,LLaMA-2-7B,LLM-QAT,4-bit,,Zero-shot CSR (8 tasks avg),Accuracy,64.8,FP16,66.9,-2.1,absolute,False,measured,7,4.2 Main results,Table 1 (W4A8KV16),LLM-QAT | 64.8 | 11.4
RP36,LLaMA-2-7B,LLM-QAT,4-bit,,WikiText-2,Perplexity,11.4,FP16,5.5,5.9,absolute,False,measured,7,4.2 Main results,Table 1 (W4A8KV16),LLM-QAT | 64.8 | 11.4
RP36,LLaMA-2-7B,GPTQ,4-bit,,Zero-shot CSR (8 tasks avg),Accuracy,64.9,FP16,66.9,-2.0,absolute,False,measured,7,4.2 Main results,Table 1 (W4A8KV16),GPTQ | 64.9 | 20.2
RP36,LLaMA-2-7B,GPTQ,4-bit,,WikiText-2,Perplexity,20.2,FP16,5.5,14.7,absolute,False,measured,7,4.2 Main results,Table 1 (W4A8KV16),GPTQ | 64.9 | 20.2
RP36,LLaMA-2-7B,SpinQuant-no-had,4-bit,,Zero-shot CSR (8 tasks avg),Accuracy,65.7,FP16,66.9,-1.2,absolute,False,measured,7,4.2 Main results,Table 1 (W4A8KV16),SpinQuantno had | 65.7 | 5.8
RP36,LLaMA-2-7B,SpinQuant-no-had,4-bit,,WikiText-2,Perplexity,5.8,FP16,5.5,0.3,absolute,False,measured,7,4.2 Main results,Table 1 (W4A8KV16),SpinQuantno had | 65.7 | 5.8
RP36,LLaMA-2-7B,SpinQuant-had,4-bit,,Zero-shot CSR (8 tasks avg),Accuracy,65.7,FP16,66.9,-1.2,absolute,False,measured,7,4.2 Main results,Table 1 (W4A8KV16),SpinQuanthad | 65.7 | 5.7
RP36,LLaMA-2-7B,SpinQuant-had,4-bit,,WikiText-2,Perplexity,5.7,FP16,5.5,0.2,absolute,False,measured,7,4.2 Main results,Table 1 (W4A8KV16),SpinQuanthad | 65.7 | 5.7
RP36,LLaMA-2-7B,RTN,4-bit,,Zero-shot CSR (8 tasks avg),Accuracy,35.6,FP16,66.9,-31.3,absolute,False,measured,7,4.2 Main results,Table 1 (W4A4KV16),4-4-16 | RTN | 35.6 | 2e3
RP36,LLaMA-2-7B,RTN,4-bit,,WikiText-2,Perplexity,2167.2,FP16,5.5,2161.7,absolute,False,measured,15,A.6 LATENCY MEASUREMENT ON GPU,Table 7 (W4A4KV16),"RTN | 26.6 | 22.1 | ... | 35.6 | 2,167.2"
RP36,LLaMA-2-7B,SmoothQuant,4-bit,,Zero-shot CSR (8 tasks avg),Accuracy,41.8,FP16,66.9,-25.1,absolute,False,measured,7,4.2 Main results,Table 1 (W4A4KV16),SmoothQuant | 41.8 | 3e2
RP36,LLaMA-2-7B,LLM-QAT,4-bit,,Zero-shot CSR (8 tasks avg),Accuracy,47.8,FP16,66.9,-19.1,absolute,False,measured,7,4.2 Main results,Table 1 (W4A4KV16),LLM-QAT | 47.8 | 12.9
RP36,LLaMA-2-7B,LLM-QAT,4-bit,,WikiText-2,Perplexity,12.9,FP16,5.5,7.4,absolute,False,measured,7,4.2 Main results,Table 1 (W4A4KV16),LLM-QAT | 47.8 | 12.9
RP36,LLaMA-2-7B,GPTQ,4-bit,,Zero-shot CSR (8 tasks avg),Accuracy,36.8,FP16,66.9,-30.1,absolute,False,measured,7,4.2 Main results,Table 1 (W4A4KV16),GPTQ | 36.8 | 9e3
RP36,LLaMA-2-7B,SpinQuant-no-had,4-bit,,Zero-shot CSR (8 tasks avg),Accuracy,57.0,FP16,66.9,-9.9,absolute,False,measured,7,4.2 Main results,Table 1 (W4A4KV16),SpinQuantno had | 57.0 | 9.2
RP36,LLaMA-2-7B,SpinQuant-no-had,4-bit,,WikiText-2,Perplexity,9.2,FP16,5.5,3.7,absolute,False,measured,7,4.2 Main results,Table 1 (W4A4KV16),SpinQuantno had | 57.0 | 9.2
RP36,LLaMA-2-7B,SpinQuant-had,4-bit,,Zero-shot CSR (8 tasks avg),Accuracy,64.1,FP16,66.9,-2.8,absolute,False,measured,7,4.2 Main results,Table 1 (W4A4KV16),SpinQuanthad | 64.1 | 5.9
RP36,LLaMA-2-7B,SpinQuant-had,4-bit,,WikiText-2,Perplexity,5.9,FP16,5.5,0.4,absolute,False,measured,7,4.2 Main results,Table 1 (W4A4KV16),SpinQuanthad | 64.1 | 5.9
RP36,LLaMA-2-7B,RTN,4-bit,,Zero-shot CSR (8 tasks avg),Accuracy,37.1,FP16,66.9,-29.8,absolute,False,measured,7,4.2 Main results,Table 1 (W4A4KV4),4-4-4 | RTN | 37.1 | 2e3
RP36,LLaMA-2-7B,SmoothQuant,4-bit,,Zero-shot CSR (8 tasks avg),Accuracy,39.0,FP16,66.9,-27.9,absolute,False,measured,7,4.2 Main results,Table 1 (W4A4KV4),SmoothQuant | 39.0 | 7e2
RP36,LLaMA-2-7B,LLM-QAT,4-bit,,Zero-shot CSR (8 tasks avg),Accuracy,44.9,FP16,66.9,-22.0,absolute,False,measured,7,4.2 Main results,Table 1 (W4A4KV4),LLM-QAT | 44.9 | 14.9
RP36,LLaMA-2-7B,LLM-QAT,4-bit,,WikiText-2,Perplexity,14.9,FP16,5.5,9.4,absolute,False,measured,7,4.2 Main results,Table 1 (W4A4KV4),LLM-QAT | 44.9 | 14.9
RP36,LLaMA-2-7B,GPTQ,4-bit,,Zero-shot CSR (8 tasks avg),Accuracy,36.8,FP16,66.9,-30.1,absolute,False,measured,7,4.2 Main results,Table 1 (W4A4KV4),GPTQ | 36.8 | 9e3
RP36,LLaMA-2-7B,SpinQuant-no-had,4-bit,,Zero-shot CSR (8 tasks avg),Accuracy,56.0,FP16,66.9,-10.9,absolute,False,measured,7,4.2 Main results,Table 1 (W4A4KV4),SpinQuantno had | 56.0 | 9.2
RP36,LLaMA-2-7B,SpinQuant-had,4-bit,,Zero-shot CSR (8 tasks avg),Accuracy,64.0,FP16,66.9,-2.9,absolute,True,measured,7,4.2 Main results,Table 1 (W4A4KV4),SpinQuanthad | 64.0 | 5.9
RP36,LLaMA-2-7B,SpinQuant-had,4-bit,,WikiText-2,Perplexity,5.9,FP16,5.5,0.4,absolute,False,measured,7,4.2 Main results,Table 1 (W4A4KV4),SpinQuanthad | 64.0 | 5.9
RP36,LLaMA-2-13B,SpinQuant-had,4-bit,,Zero-shot CSR (8 tasks avg),Accuracy,66.9,FP16,68.3,-1.4,absolute,False,measured,7,4.2 Main results,Table 1 (W4A4KV4),SpinQuanthad | 66.9 | 5.3
RP36,LLaMA-2-13B,SpinQuant-had,4-bit,,WikiText-2,Perplexity,5.3,FP16,5.0,0.3,absolute,False,measured,7,4.2 Main results,Table 1 (W4A4KV4),SpinQuanthad | 66.9 | 5.3
RP36,LLaMA-2-70B,SpinQuant-had,4-bit,,Zero-shot CSR (8 tasks avg),Accuracy,71.2,FP16,72.9,-1.7,absolute,False,measured,7,4.2 Main results,Table 1 (W4A4KV4),SpinQuanthad | 71.2 | 3.8
RP36,LLaMA-2-70B,SpinQuant-had,4-bit,,WikiText-2,Perplexity,3.8,FP16,3.3,0.5,absolute,False,measured,7,4.2 Main results,Table 1 (W4A4KV4),SpinQuanthad | 71.2 | 3.8
