rp_id,model,method,bit_width,group_size,dataset,metric,value,baseline_label,baseline_value,delta,delta_unit,headline,source_kind,page,section,source_table,quote
RP10,OPT-6.7B,FP16,16-bit,,WinoGrande+HellaSwag+PIQA+LAMBADA (avg),Average Accuracy,64.9,,,,,False,measured,3,3 Review of Quantization Difficulty,Table 1,FP16 | 64.9% | 65.6% | 67.9% | 69.5% | 71.6%
RP10,OPT-13B,FP16,16-bit,,WinoGrande+HellaSwag+PIQA+LAMBADA (avg),Average Accuracy,65.6,,,,,False,measured,3,3 Review of Quantization Difficulty,Table 1,FP16 | 64.9% | 65.6% | 67.9% | 69.5% | 71.6%
RP10,OPT-30B,FP16,16-bit,,WinoGrande+HellaSwag+PIQA+LAMBADA (avg),Average Accuracy,67.9,,,,,False,measured,3,3 Review of Quantization Difficulty,Table 1,FP16 | 64.9% | 65.6% | 67.9% | 69.5% | 71.6%
RP10,OPT-66B,FP16,16-bit,,WinoGrande+HellaSwag+PIQA+LAMBADA (avg),Average Accuracy,69.5,,,,,False,measured,3,3 Review of Quantization Difficulty,Table 1,FP16 | 64.9% | 65.6% | 67.9% | 69.5% | 71.6%
RP10,OPT-175B,FP16,16-bit,,WinoGrande+HellaSwag+PIQA+LAMBADA (avg),Average Accuracy,71.6,,,,,False,measured,3,3 Review of Quantization Difficulty,Table 1,FP16 | 64.9% | 65.6% | 67.9% | 69.5% | 71.6%
RP10,OPT-6.7B,INT8 per-tensor,8-bit,per-tensor,WinoGrande+HellaSwag+PIQA+LAMBADA (avg),Average Accuracy,39.9,FP16,64.9,-25.0,absolute,False,measured,3,3 Review of Quantization Difficulty,Table 1,INT8 per-tensor | 39.9% | 33.0% | 32.8% | 33.1% | 32.3%
RP10,OPT-13B,INT8 per-tensor,8-bit,per-tensor,WinoGrande+HellaSwag+PIQA+LAMBADA (avg),Average Accuracy,33.0,FP16,65.6,-32.6,absolute,False,measured,3,3 Review of Quantization Difficulty,Table 1,INT8 per-tensor | 39.9% | 33.0% | 32.8% | 33.1% | 32.3%
RP10,OPT-30B,INT8 per-tensor,8-bit,per-tensor,WinoGrande+HellaSwag+PIQA+LAMBADA (avg),Average Accuracy,32.8,FP16,67.9,-35.1,absolute,False,measured,3,3 Review of Quantization Difficulty,Table 1,INT8 per-tensor | 39.9% | 33.0% | 32.8% | 33.1% | 32.3%
RP10,OPT-66B,INT8 per-tensor,8-bit,per-tensor,WinoGrande+HellaSwag+PIQA+LAMBADA (avg),Average Accuracy,33.1,FP16,69.5,-36.4,absolute,False,measured,3,3 Review of Quantization Difficulty,Table 1,INT8 per-tensor | 39.9% | 33.0% | 32.8% | 33.1% | 32.3%
RP10,OPT-175B,INT8 per-tensor,8-bit,per-tensor,WinoGrande+HellaSwag+PIQA+LAMBADA (avg),Average Accuracy,32.3,FP16,71.6,-39.3,absolute,False,measured,3,3 Review of Quantization Difficulty,Table 1,INT8 per-tensor | 39.9% | 33.0% | 32.8% | 33.1% | 32.3%
RP10,OPT-6.7B,INT8 per-token,8-bit,per-token,WinoGrande+HellaSwag+PIQA+LAMBADA (avg),Average Accuracy,42.5,FP16,64.9,-22.4,absolute,False,measured,3,3 Review of Quantization Difficulty,Table 1,INT8 per-token | 42.5% | 33.0% | 33.1% | 32.9% | 31.7%
RP10,OPT-13B,INT8 per-token,8-bit,per-token,WinoGrande+HellaSwag+PIQA+LAMBADA (avg),Average Accuracy,33.0,FP16,65.6,-32.6,absolute,False,measured,3,3 Review of Quantization Difficulty,Table 1,INT8 per-token | 42.5% | 33.0% | 33.1% | 32.9% | 31.7%
RP10,OPT-30B,INT8 per-token,8-bit,per-token,WinoGrande+HellaSwag+PIQA+LAMBADA (avg),Average Accuracy,33.1,FP16,67.9,-34.8,absolute,False,measured,3,3 Review of Quantization Difficulty,Table 1,INT8 per-token | 42.5% | 33.0% | 33.1% | 32.9% | 31.7%
RP10,OPT-66B,INT8 per-token,8-bit,per-token,WinoGrande+HellaSwag+PIQA+LAMBADA (avg),Average Accuracy,32.9,FP16,69.5,-36.6,absolute,False,measured,3,3 Review of Quantization Difficulty,Table 1,INT8 per-token | 42.5% | 33.0% | 33.1% | 32.9% | 31.7%
RP10,OPT-175B,INT8 per-token,8-bit,per-token,WinoGrande+HellaSwag+PIQA+LAMBADA (avg),Average Accuracy,31.7,FP16,71.6,-39.9,absolute,False,measured,3,3 Review of Quantization Difficulty,Table 1,INT8 per-token | 42.5% | 33.0% | 33.1% | 32.9% | 31.7%
RP10,OPT-6.7B,INT8 per-channel,8-bit,per-channel,WinoGrande+HellaSwag+PIQA+LAMBADA (avg),Average Accuracy,64.8,FP16,64.9,-0.1,absolute,False,measured,3,3 Review of Quantization Difficulty,Table 1,INT8 per-channel | 64.8% | 65.6% | 68.0% | 69.4% | 71.4%
RP10,OPT-13B,INT8 per-channel,8-bit,per-channel,WinoGrande+HellaSwag+PIQA+LAMBADA (avg),Average Accuracy,65.6,FP16,65.6,0.0,absolute,False,measured,3,3 Review of Quantization Difficulty,Table 1,INT8 per-channel | 64.8% | 65.6% | 68.0% | 69.4% | 71.4%
RP10,OPT-30B,INT8 per-channel,8-bit,per-channel,WinoGrande+HellaSwag+PIQA+LAMBADA (avg),Average Accuracy,68.0,FP16,67.9,0.1,absolute,False,measured,3,3 Review of Quantization Difficulty,Table 1,INT8 per-channel | 64.8% | 65.6% | 68.0% | 69.4% | 71.4%
RP10,OPT-66B,INT8 per-channel,8-bit,per-channel,WinoGrande+HellaSwag+PIQA+LAMBADA (avg),Average Accuracy,69.4,FP16,69.5,-0.1,absolute,False,measured,3,3 Review of Quantization Difficulty,Table 1,INT8 per-channel | 64.8% | 65.6% | 68.0% | 69.4% | 71.4%
RP10,OPT-175B,INT8 per-channel,8-bit,per-channel,WinoGrande+HellaSwag+PIQA+LAMBADA (avg),Average Accuracy,71.4,FP16,71.6,-0.2,absolute,False,measured,3,3 Review of Quantization Difficulty,Table 1,INT8 per-channel | 64.8% | 65.6% | 68.0% | 69.4% | 71.4%
RP10,OPT-175B,FP16,16-bit,,LAMBADA,Accuracy,74.7,,,,,False,measured,6,5.2 Accurate Quantization,Table 3,FP16 | 74.7% | 59.3% | 79.7% | 72.6% | 34.0% | 59.9% | 88.0% | 66.9% | 10.99
RP10,OPT-175B,FP16,16-bit,,HellaSwag,Accuracy,59.3,,,,,False,measured,6,5.2 Accurate Quantization,Table 3,FP16 | 74.7% | 59.3% | 79.7% | 72.6% | 34.0% | 59.9% | 88.0% | 66.9% | 10.99
RP10,OPT-175B,FP16,16-bit,,PIQA,Accuracy,79.7,,,,,False,measured,6,5.2 Accurate Quantization,Table 3,FP16 | 74.7% | 59.3% | 79.7% | 72.6% | 34.0% | 59.9% | 88.0% | 66.9% | 10.99
RP10,OPT-175B,FP16,16-bit,,WinoGrande,Accuracy,72.6,,,,,False,measured,6,5.2 Accurate Quantization,Table 3,FP16 | 74.7% | 59.3% | 79.7% | 72.6% | 34.0% | 59.9% | 88.0% | 66.9% | 10.99
RP10,OPT-175B,FP16,16-bit,,OpenBookQA,Accuracy,34.0,,,,,False,measured,6,5.2 Accurate Quantization,Table 3,FP16 | 74.7% | 59.3% | 79.7% | 72.6% | 34.0% | 59.9% | 88.0% | 66.9% | 10.99
RP10,OPT-175B,FP16,16-bit,,RTE,Accuracy,59.9,,,,,False,measured,6,5.2 Accurate Quantization,Table 3,FP16 | 74.7% | 59.3% | 79.7% | 72.6% | 34.0% | 59.9% | 88.0% | 66.9% | 10.99
